seed,trial,sample,target_name,time_s,duration_s,x_m,y_m,z_m,x_mm,y_mm,z_mm,force_target_N,current_force_N
3832523084,1,0,Line_T01_0000,0.0,2.7317717300181004,-0.07473914783529802,-0.009661541900928411,0.0,-74.73914783529801,-9.66154190092841,0.0,19.91515628332671,19.91515628332671
3832523084,1,1,Line_T01_0001,0.019939939635168616,2.7317717300181004,-0.07503879033828031,-0.008642158837974012,0.0,-75.03879033828031,-8.642158837974012,0.0,19.91515628332671,19.91515628332671
3832523084,1,2,Line_T01_0002,0.03987987927033723,2.7317717300181004,-0.07533843284126258,-0.007622775775019612,0.0,-75.33843284126259,-7.622775775019612,0.0,19.91515628332671,19.91515628332671
3832523084,1,3,Line_T01_0003,0.05981981890550585,2.7317717300181004,-0.07563807534424488,-0.006603392712065213,0.0,-75.63807534424488,-6.6033927120652125,0.0,19.91515628332671,19.91515628332671
3832523084,1,4,Line_T01_0004,0.07975975854067446,2.7317717300181004,-0.07593771784722718,-0.005584009649110815,0.0,-75.93771784722718,-5.584009649110815,0.0,19.91515628332671,19.91515628332671
3832523084,1,5,Line_T01_0005,0.09969969817584308,2.7317717300181004,-0.07623736035020946,-0.004564626586156414,0.0,-76.23736035020946,-4.564626586156414,0.0,19.91515628332671,19.91515628332671
3832523084,1,6,Line_T01_0006,0.1196396378110117,2.7317717300181004,-0.07653700285319175,-0.0035452435232020147,0.0,-76.53700285319175,-3.5452435232020147,0.0,19.91515628332671,19.91515628332671
3832523084,1,7,Line_T01_0007,0.13957957744618033,2.7317717300181004,-0.07683664535617403,-0.002525860460247613,0.0,-76.83664535617403,-2.525860460247613,0.0,19.91515628332671,19.91515628332671
3832523084,1,8,Line_T01_0008,0.15951951708134893,2.7317717300181004,-0.07713628785915631,-0.0015064773972932157,0.0,-77.13628785915631,-1.5064773972932157,0.0,19.91515628332671,19.91515628332671
3832523084,1,9,Line_T01_0009,0.17945945671651753,2.7317717300181004,-0.07743593036213861,-0.00048709433433881746,0.0,-77.4359303621386,-0.48709433433881744,0.0,19.91515628332671,19.91515628332671
3832523084,1,10,Line_T01_0010,0.19939939635168616,2.7317717300181004,-0.0777355728651209,0.0005322887286155834,0.0,-77.7355728651209,0.5322887286155833,0.0,19.91515628332671,19.91515628332671
3832523084,1,11,Line_T01_0011,0.2193393359868548,2.7317717300181004,-0.07803521536810318,0.0015516717915699824,0.0,-78.03521536810318,1.5516717915699825,0.0,19.91515628332671,19.91515628332671
3832523084,1,12,Line_T01_0012,0.2392792756220234,2.7317717300181004,-0.07833485787108548,0.0025710548545243815,0.0,-78.33485787108548,2.5710548545243816,0.0,19.91515628332671,19.91515628332671
3832523084,1,13,Line_T01_0013,0.259219215257192,2.7317717300181004,-0.07863450037406776,0.0035904379174787806,0.0,-78.63450037406776,3.5904379174787806,0.0,19.91515628332671,19.91515628332671
3832523084,1,14,Line_T01_0014,0.27915915489236065,2.7317717300181004,-0.07893414287705004,0.004609820980433183,0.0,-78.93414287705004,4.609820980433184,0.0,19.91515628332671,19.91515628332671
3832523084,1,15,Line_T01_0015,0.29909909452752925,2.7317717300181004,-0.07923378538003234,0.0056292040433875805,0.0,-79.23378538003234,5.62920404338758,0.0,19.91515628332671,19.91515628332671
3832523084,1,16,Line_T01_0016,0.31903903416269785,2.7317717300181004,-0.07953342788301462,0.0066485871063419796,0.0,-79.53342788301462,6.64858710634198,0.0,19.91515628332671,19.91515628332671
3832523084,1,17,Line_T01_0017,0.33897897379786646,2.7317717300181004,-0.07983307038599692,0.007667970169296379,0.0,-79.83307038599692,7.667970169296378,0.0,19.91515628332671,19.91515628332671
3832523084,1,18,Line_T01_0018,0.35891891343303506,2.7317717300181004,-0.08013271288897919,0.008687353232250776,0.0,-80.13271288897919,8.687353232250777,0.0,19.91515628332671,19.91515628332671
