trial,sample,target_name,time_s,duration_s,x_m,y_m,z_m,x_mm,y_mm,z_mm,force_target_N,current_force_N,j1_deg,j2_deg,j3_deg,j4_deg,j5_deg,j6_deg,j1_rad,j2_rad,j3_rad,j4_rad,j5_rad,j6_rad
1,0,Line_T01_0000,0.0,2.7317717300181004,-0.07473914783529802,-0.009661541900928411,0.0,-74.73914783529801,-9.66154190092841,0.0,19.91515628332671,19.91515628332671,14.291872254761259,-98.43279366460798,-141.66165533885464,-29.90555099653745,90.0,14.29187225476122,0.2494402271200098,-1.7179763413836244,-2.472462309488417,-0.5219503295126499,1.5707963267948966,0.24944022712000913
1,1,Line_T01_0001,0.019939939635168616,2.7317717300181004,-0.07503879033828031,-0.008642158837974012,0.0,-75.03879033828031,-8.642158837974012,0.0,19.91515628332671,19.91515628332671,14.460360930898728,-98.39625236776955,-141.7097383093175,-29.89400932291296,90.0,14.460360930898688,0.25238090927093504,-1.717338575440845,-2.4733015156371327,-0.5217488893067119,1.5707963267948966,0.2523809092709343
1,2,Line_T01_0002,0.03987987927033723,2.7317717300181004,-0.07533843284126258,-0.007622775775019612,0.0,-75.33843284126259,-7.622775775019612,0.0,19.91515628332671,19.91515628332671,14.629023029114173,-98.35999053356407,-141.75740832822325,-29.88260113821266,90.0,14.62902302911413,0.2553246182081166,-1.7167056870411472,-2.4741335144215264,-0.521549778922016,1.5707963267948966,0.25532461820811586
1,3,Line_T01_0003,0.05981981890550585,2.7317717300181004,-0.07563807534424488,-0.006603392712065213,0.0,-75.63807534424488,-6.6033927120652125,0.0,19.91515628332671,19.91515628332671,14.797856105080951,-98.32400955261087,-141.80466456115204,-29.87132588623708,90.0,14.797856105080905,0.2582713112700066,-1.7160777004554164,-2.474958291278223,-0.5213529886510502,1.5707963267948966,0.2582713112700058
1,4,Line_T01_0004,0.07975975854067446,2.7317717300181004,-0.07593771784722718,-0.005584009649110815,0.0,-75.93771784722718,-5.584009649110815,0.0,19.91515628332671,19.91515628332671,14.966857695198886,-98.28831081340418,-141.85150617771507,-29.860183008880732,90.0,14.966857695198845,0.2612209454586705,-1.7154546399174488,-2.4757758317142047,-0.5211585087530359,1.5707963267948966,0.26122094545866975
1,5,Line_T01_0005,0.09969969817584308,2.7317717300181004,-0.07623736035020946,-0.004564626586156414,0.0,-76.23736035020946,-4.564626586156414,0.0,19.91515628332671,19.91515628332671,15.136025316733969,-98.25289570210707,-141.89793235164257,-29.84917194625037,90.0,15.136025316733924,0.2641734774422253,-1.714836529620354,-2.476586121308343,-0.5209663294559929,1.5707963267948966,0.2641734774422246
1,6,Line_T01_0006,0.1196396378110117,2.7317717300181004,-0.07653700285319175,-0.0035452435232020147,0.0,-76.53700285319175,-3.5452435232020147,0.0,19.91515628332671,19.91515628332671,15.305356467962643,-98.21776560234372,-141.94394226087107,-29.838292136785217,90.0,15.305356467962598,0.26712886355735815,-1.7142233937129294,-2.477389145712924,-0.5207764409588362,1.5707963267948966,0.2671288635573574
1,7,Line_T01_0007,0.13957957744618033,2.7317717300181004,-0.07683664535617403,-0.002525860460247613,0.0,-76.83664535617403,-2.525860460247613,0.0,19.91515628332671,19.91515628332671,15.474848628320132,-98.18292189499036,-141.98953508763117,-29.827543017378456,90.0,15.47484862832009,0.2700870598119145,-1.713615256296012,-2.478184890655179,-0.5205888334334983,1.5707963267948966,0.27008705981191383
1,8,Line_T01_0008,0.15951951708134893,2.7317717300181004,-0.07713628785915631,-0.0015064773972932157,0.0,-77.13628785915631,-1.5064773972932157,0.0,19.91515628332671,19.91515628332671,15.644499258553344,-98.1483659579639,-142.03471001853507,-29.816924023501045,90.0,15.644499258553301,0.2730480218875675,-1.7130121414187887,-2.478973341938813,-0.5204034970270883,1.5707963267948966,0.27304802188756677
1,9,Line_T01_0009,0.17945945671651753,2.7317717300181004,-0.07743593036213861,-0.00048709433433881746,0.0,-77.4359303621386,-0.48709433433881744,0.0,19.91515628332671,19.91515628332671,15.81430580087808,-98.11409916600986,-142.07946624466373,-29.80643458932643,90.0,15.814305800878037,0.27601170514256124,-1.7124140730750947,-2.4797544854455253,-0.52022042186407,1.5707963267948966,0.2760117051425605
