layout,targets,mean_error_mm,rmse_error_mm,max_error_mm,average_transmission_efficiency
inset_070,841,0.10289779530506407,0.12373991474779063,0.4176458783830169,0.4972685187522988
inset_075,841,0.10566183996166326,0.1271438471227875,0.5038158440822537,0.48650770611384214
inset_080,841,0.1034868212124297,0.12567626572550714,0.40632701943939764,0.47426532722292913
inset_085,841,0.10465026308555202,0.129630125194975,0.5402869670509766,0.4604384155419797
inset_090,841,0.10900077933858598,0.13691256831693097,0.5098109176135535,0.4449972140979338
inset_095,841,0.1131494085397778,0.14392005149732348,0.5880368320854843,0.4283131830572151
inset_100,841,0.12382838144406713,0.16304954239090486,0.7875080475487293,0.4104110959362076
inset_105,841,0.13858418828910896,0.18930549586621567,1.070767426444858,0.39135690354320435
inset_110,841,0.1608177308230441,0.22201243596696935,1.0010669358324644,0.371454770229213
