trial,sample,target_name,time_s,duration_s,x_m,y_m,z_m,x_mm,y_mm,z_mm,force_target_N,current_force_N,j1_deg,j2_deg,j3_deg,j4_deg,j5_deg,j6_deg,j1_rad,j2_rad,j3_rad,j4_rad,j5_rad,j6_rad
1,0,Line_T01_0000,0.0,4.242122230617477,-0.04878704600163267,0.11473871278252548,0.0,-48.78704600163267,114.73871278252548,0.0,16.716392704276448,14.28512036624327,30.10761157938491,-102.9529931528279,-135.37881738264122,-31.668189464530975,90.0,30.107611579384862,0.5254769519718367,-1.7968687053000245,-2.3628061007832213,-0.5527141743014455,1.5707963267948966,0.525476951971836
1,1,Line_T01_0001,0.019916066810410693,4.242122230617477,-0.04912855567956484,0.11361727990650297,0.0,-49.12855567956484,113.61727990650297,0.0,16.716392704276448,14.636277138337306,29.994288350008784,-102.88692130485342,-135.47517840521846,-31.637900289928126,90.0,29.994288350008745,0.5234990885002306,-1.7957155340099926,-2.3644879178977827,-0.5521855284769144,1.5707963267948966,0.52349908850023
1,2,Line_T01_0002,0.039832133620821386,4.242122230617477,-0.04947006535749699,0.11249584703048045,0.0,-49.47006535749699,112.49584703048045,0.0,16.716392704276448,15.12861808611082,29.8805405647836,-102.82102947406737,-135.57115093511504,-31.607819590817595,90.0,29.88054056478356,0.5215138151311999,-1.7945655046126092,-2.366162954535947,-0.5516605212361338,1.5707963267948966,0.5215138151311991
1,3,Line_T01_0003,0.05974820043123208,4.242122230617477,-0.04981157503542916,0.11137441415445794,0.0,-49.811575035429165,111.37441415445794,0.0,16.716392704276448,15.395130979293597,29.766367056783515,-102.75531892232509,-135.66673381670105,-31.57794726097387,90.0,29.766367056783476,0.5195211114980463,-1.7934186391314042,-2.367831190528167,-0.5511391507251191,1.5707963267948966,0.5195211114980456
1,4,Line_T01_0004,0.07966426724164277,4.242122230617477,-0.05015308471336133,0.1102529812784354,0.0,-50.15308471336133,110.2529812784354,0.0,16.716392704276448,15.464308676629978,29.651766667665957,-102.68979092381154,-135.76192588918718,-31.54828318700127,90.0,29.651766667665918,0.5175209573838782,-1.7922749598051009,-2.369492605614847,-0.5506214149647422,1.5707963267948966,0.5175209573838775
1,5,Line_T01_0005,0.09958033405205347,4.242122230617477,-0.050494594391293494,0.10913154840241289,0.0,-50.4945943912935,109.13154840241289,0.0,16.716392704276448,15.682587068668628,29.536738247901603,-102.62444676505532,-135.85672598669322,-31.518827248251444,90.0,29.536738247901567,0.515513332725624,-1.791134489087859,-2.3711471794475387,-0.5501073118492918,1.5707963267948966,0.5155133327256235
1,6,Line_T01_0006,0.11949640086246416,4.242122230617477,-0.05083610406922566,0.10801011552639038,0.0,-50.83610406922566,108.01011552639038,0.0,16.716392704276448,15.803607881363027,29.421280657006623,-102.55928774494018,-135.9511329383183,-31.489579316741505,90.0,29.42128065700658,0.513498217618086,-1.7899972496494765,-2.3727948915901673,-0.5495968391450456,1.5707963267948966,0.5134982176180853
1,7,Line_T01_0007,0.13941246767287485,4.242122230617477,-0.051177613747157825,0.10688868265036786,0.0,-51.17761374715783,106.88868265036785,0.0,16.716392704276448,15.126314551564231,29.30539276377757,-102.49431517471479,-136.04514556821172,-31.460539257073492,90.0,29.30539276377753,0.5114755923180394,-1.7888632643755602,-2.3744357215202663,-0.5490899944888632,1.5707963267948966,0.5114755923180387
1,8,Line_T01_0008,0.15932853448328554,4.242122230617477,-0.05151912342508999,0.10576724977434533,0.0,-51.519123425089994,105.76724977434533,0.0,16.716392704276448,15.14565259730095,29.18907344652852,-102.42953037800027,-136.13876269564506,-31.431706926354675,90.0,29.18907344652848,0.5094454372483717,-1.7877325563676565,-2.3760696486302373,-0.5485867753867959,1.5707963267948966,0.509445437248371
1,9,Line_T01_0009,0.17924460129369624,4.242122230617477,-0.051860633103022157,0.10464581689832281,0.0,-51.86063310302216,104.6458168983228,0.0,16.716392704276448,15.091801595248207,29.072321593330695,-102.36493469079562,-136.23198313508541,-31.403082174118964,90.0,29.07232159333066,0.5074077330022646,-1.7866051489433472,-2.3776966522286274,-0.5480871792127151,1.5707963267948966,0.5074077330022639
1,10,Line_T01_0010,0.19916066810410693,4.242122230617477,-0.05220214278095432,0.1035243840223003,0.0,-52.202142780954325,103.5243840223003,0.0,16.716392704276448,15.29551425057824,28.955136102254535,-102.3005294614807,-136.32480569626992,-31.374664842249377,90.0,28.9551361022545,0.5053624603474192,-1.7854810656363,-2.379316711541431,-0.547591203206959,1.5707963267948966,0.5053624603474185
1,11,Line_T01_0011,0.21907673491451762,4.242122230617477,-0.05254365245888649,0.10240295114627779,0.0,-52.543652458886484,102.40295114627779,0.0,16.716392704276448,15.233885498901335,28.83751588161407,-102.23631605081688,-136.4172291842812,-31.34645476490191,90.0,28.837515881614028,0.5033096002303209,-1.784360330196281,-2.3809298057134054,-0.5470988444750033,1.5707963267948966,0.5033096002303201
1,12,Line_T01_0012,0.23899280172492832,4.242122230617477,-0.05288516213681865,0.10128151827025525,0.0,-52.88516213681865,101.28151827025525,0.0,16.716392704276448,15.579923358945985,28.719459850213685,-102.17229583194565,-136.50925239962405,-31.3184517684303,90.0,28.719459850213642,0.5012491337805463,-1.7832429665891305,-2.3825359138094098,-0.5466100999861494,1.5707963267948966,0.5012491337805456
1,13,Line_T01_0013,0.258908868535339,4.242122230617477,-0.05322667181475082,0.10016008539423274,0.0,-53.226671814750816,100.16008539423274,0.0,16.716392704276448,16.195918926590608,28.600966937597295,-102.10847019038445,-136.60087413830328,-31.29065567131228,90.0,28.60096693759726,0.4991810423151124,-1.78212899899669,-2.3841350148157643,-0.5461249665722359,1.5707963267948966,0.49918104231511173
1,14,Line_T01_0014,0.2788249353457497,4.242122230617477,-0.053568181492682984,0.09903865251821023,0.0,-53.56818149268298,99.03865251821023,0.0,16.716392704276448,16.60129903533077,28.48203608429987,-102.04484052402022,-136.69209319190247,-31.263066284077297,90.0,28.482036084299832,0.49710530734286595,-1.7810184518166885,-2.3857270876416234,-0.5456434409263777,1.5707963267948966,0.4971053073428653
1,15,Line_T01_0015,0.2987410021561604,4.242122230617477,-0.05390969117061515,0.0979172196421877,0.0,-53.90969117061515,97.9172196421877,0.0,16.716392704276448,16.29082190643502,28.362666242101213,-101.98140824310013,-136.78290834766463,-31.23568340923525,90.0,28.362666242101177,0.4950219105689133,-1.7799113496625831,-2.3873121111203846,-0.5451655196017224,1.5707963267948966,0.4950219105689127
1,16,Line_T01_0016,0.3186570689665711,4.242122230617477,-0.05425120084854732,0.0967957867661652,0.0,-54.25120084854732,96.7957867661652,0.0,16.716392704276448,16.317383497537463,28.24285637428212,-101.91817477022019,-136.87331838857304,-31.20850684120678,90.0,28.242856374282088,0.4929308338990909,-1.7788077173633576,-2.388890064011099,-0.5446911990102334,1.5707963267948966,0.49293083389909037
