layout,target_name,sensor_id,weight,Fx,Fy,Fz,Tx,Ty,Tz,contact_x_m,contact_y_m,contact_z_m,est_x_m,est_y_m,est_z_m,error_mm
inset_110,Target_103,1,0.493848380135277,0.0,0.0,-4.93848380135277,-0.0,0.493848380135277,0.0,-0.01,-0.11,0.0,-0.009999999999999995,-0.11,0.0,5.204170427930421e-15
inset_110,Target_103,2,0.34295026398283124,0.0,0.0,-3.4295026398283124,-0.0,-0.41154031677939745,-0.0,-0.01,-0.11,0.0,-0.009999999999999995,-0.11,0.0,5.204170427930421e-15
inset_110,Target_103,3,0.07863827709160463,0.0,0.0,-0.7863827709160464,0.1730042096015302,-0.09436593250992556,0.0,-0.01,-0.11,0.0,-0.009999999999999995,-0.11,0.0,5.204170427930421e-15
inset_110,Target_103,4,0.08456307879028717,0.0,0.0,-0.8456307879028717,0.18603877333863178,0.08456307879028718,0.0,-0.01,-0.11,0.0,-0.009999999999999995,-0.11,0.0,5.204170427930421e-15
inset_110,Target_104,1,0.5725095834657218,0.0,0.0,-5.725095834657218,-0.0,0.5152586251191495,0.0,-0.02,-0.11,0.0,-0.02,-0.11000000000000006,0.0,5.551115123125783e-14
inset_110,Target_104,2,0.274398084382979,0.0,0.0,-2.74398084382979,-0.0,-0.35671750969787275,-0.0,-0.02,-0.11,0.0,-0.02,-0.11000000000000006,0.0,5.551115123125783e-14
inset_110,Target_104,3,0.0710157369995765,0.0,0.0,-0.7101573699957651,0.15623462139906832,-0.09232045809944946,0.0,-0.02,-0.11,0.0,-0.02,-0.11000000000000006,0.0,5.551115123125783e-14
inset_110,Target_104,4,0.08207659515172294,0.0,0.0,-0.8207659515172294,0.18056850933379048,0.07386893563655064,0.0,-0.02,-0.11,0.0,-0.02,-0.11000000000000006,0.0,5.551115123125783e-14
inset_110,Target_105,1,0.6504333334473235,0.0,0.0,-6.504333334473235,-0.0,0.5203466667578588,0.0,-0.03,-0.11,0.0,-0.03000000000000001,-0.11000000000000006,0.0,5.647850449853784e-14
inset_110,Target_105,2,0.21238639459504438,0.0,0.0,-2.123863945950444,-0.0,-0.2973409524330622,-0.0,-0.03,-0.11,0.0,-0.03000000000000001,-0.11000000000000006,0.0,5.647850449853784e-14
inset_110,Target_105,3,0.06121725491268925,0.0,0.0,-0.6121725491268925,0.13467796080791633,-0.08570415687776495,0.0,-0.03,-0.11,0.0,-0.03000000000000001,-0.11000000000000006,0.0,5.647850449853784e-14
inset_110,Target_105,4,0.07596301704494289,0.0,0.0,-0.7596301704494289,0.16711863749887437,0.06077041363595432,0.0,-0.03,-0.11,0.0,-0.03000000000000001,-0.11000000000000006,0.0,5.647850449853784e-14
inset_110,Target_106,1,0.7252569559456179,0.0,0.0,-7.2525695594561785,-0.0,0.5076798691619325,0.0,-0.04,-0.11,0.0,-0.04000000000000001,-0.11000000000000004,0.0,4.2207643840401624e-14
inset_110,Target_106,2,0.15794484818371235,0.0,0.0,-1.5794484818371235,-0.0,-0.23691727227556852,-0.0,-0.04,-0.11,0.0,-0.04000000000000001,-0.11000000000000004,0.0,4.2207643840401624e-14
inset_110,Target_106,3,0.050123541384111826,0.0,0.0,-0.5012354138411182,0.11027179104504602,-0.07518531207616773,0.0,-0.04,-0.11,0.0,-0.04000000000000001,-0.11000000000000004,0.0,4.2207643840401624e-14
inset_110,Target_106,4,0.06667465448655777,0.0,0.0,-0.6667465448655776,0.14668423987042709,0.046672258140590436,0.0,-0.04,-0.11,0.0,-0.04000000000000001,-0.11000000000000004,0.0,4.2207643840401624e-14
inset_110,Target_107,1,0.7945939527848475,0.0,0.0,-7.945939527848474,-0.0,0.47675637167090845,0.0,-0.05,-0.11,0.0,-0.05000000000000001,-0.11000000000000001,0.0,1.5515838457795457e-14
inset_110,Target_107,2,0.11173977461036917,0.0,0.0,-1.1173977461036917,-0.0,-0.17878363937659067,-0.0,-0.05,-0.11,0.0,-0.05000000000000001,-0.11000000000000001,0.0,1.5515838457795457e-14
inset_110,Target_107,3,0.038655922027370955,0.0,0.0,-0.38655922027370954,0.0850430284602161,-0.06184947524379353,0.0,-0.05,-0.11,0.0,-0.05000000000000001,-0.11000000000000001,0.0,1.5515838457795457e-14
inset_110,Target_107,4,0.05501035057741253,0.0,0.0,-0.5501035057741253,0.12102277127030756,0.03300621034644752,0.0,-0.05,-0.11,0.0,-0.05000000000000001,-0.11000000000000001,0.0,1.5515838457795457e-14
