layout,target_name,sensor_id,contact_x_m,contact_y_m,sensor_x_m,sensor_y_m,Fx,Fy,Fz,Tx,Ty,Tz,weight,force_mag_N,centroid_error_mm,ls_error_mm
corner_150,Target_006,2,-0.09,-0.14,0.15,-0.15,0.0,0.0,-0.5662604692446433,-0.005662604692446423,-0.1359025126187144,-0.0,0.05662604692446434,0.5662604692446433,36.99118228711494,0.0
corner_150,Target_006,3,-0.09,-0.14,0.15,0.15,0.0,0.0,-0.23058030399023233,0.06686828815716739,-0.055339272957655755,0.0,0.02305803039902323,0.23058030399023233,36.99118228711494,0.0
corner_150,Target_006,4,-0.09,-0.14,-0.15,0.15,0.0,0.0,-0.3725567739500104,0.10804146444550303,0.022353406437000622,0.0,0.03725567739500104,0.3725567739500104,36.99118228711494,0.0
corner_150,Target_007,1,-0.08,-0.14,-0.15,-0.15,0.0,0.0,-8.424488061281425,-0.08424488061281409,0.5897141642896997,0.0,0.8424488061281424,8.424488061281425,39.29663046764236,3.925231146709438e-14
corner_150,Target_007,2,-0.08,-0.14,0.15,-0.15,0.0,0.0,-0.7947630246491909,-0.007947630246491894,-0.18279549566931388,-0.0,0.07947630246491909,0.7947630246491909,39.29663046764236,3.925231146709438e-14
corner_150,Target_007,3,-0.08,-0.14,0.15,0.15,0.0,0.0,-0.30746306792997896,0.08916428969969391,-0.07071650562389516,0.0,0.030746306792997894,0.30746306792997896,39.29663046764236,3.925231146709438e-14
corner_150,Target_007,4,-0.08,-0.14,-0.15,0.15,0.0,0.0,-0.4732858461394056,0.13725289538042765,0.03313000922975839,0.0,0.04732858461394056,0.4732858461394056,39.29663046764236,3.925231146709438e-14
corner_150,Target_008,1,-0.07,-0.14,-0.15,-0.15,0.0,0.0,-7.968759741278496,-0.0796875974127848,0.6375007793022796,0.0,0.7968759741278496,7.968759741278496,40.86518140752367,3.925231146709438e-14
corner_150,Target_008,2,-0.07,-0.14,0.15,-0.15,0.0,0.0,-1.0679781096558802,-0.010679781096558783,-0.23495518412429364,-0.0,0.10679781096558803,1.0679781096558802,40.86518140752367,3.925231146709438e-14
corner_150,Target_008,3,-0.07,-0.14,0.15,0.15,0.0,0.0,-0.3909202891947939,0.11336688386649024,-0.08600246362285466,0.0,0.03909202891947939,0.3909202891947939,40.86518140752367,3.925231146709438e-14
corner_150,Target_008,4,-0.07,-0.14,-0.15,0.15,0.0,0.0,-0.5723418598708307,0.16597913936254094,0.045787348789666456,0.0,0.057234185987083075,0.5723418598708307,40.86518140752367,3.925231146709438e-14
corner_150,Target_009,1,-0.06,-0.14,-0.15,-0.15,0.0,0.0,-7.471496164975586,-0.07471496164975572,0.6724346548478027,0.0,0.7471496164975586,7.471496164975586,41.8394401782467,2.8609792490763985e-14
corner_150,Target_009,2,-0.06,-0.14,0.15,-0.15,0.0,0.0,-1.3861146731402672,-0.013861146731402645,-0.29108408135945607,-0.0,0.1386114673140267,1.3861146731402672,41.8394401782467,2.8609792490763985e-14
corner_150,Target_009,3,-0.06,-0.14,0.15,0.15,0.0,0.0,-0.4778960105522604,0.13858984306015554,-0.10035816221597468,0.0,0.04778960105522604,0.4778960105522604,41.8394401782467,2.8609792490763985e-14
corner_150,Target_009,4,-0.06,-0.14,-0.15,0.15,0.0,0.0,-0.6644931513318848,0.1927030138862466,0.05980438361986963,0.0,0.06644931513318848,0.6644931513318848,41.8394401782467,2.8609792490763985e-14
