target_name,j1_deg,j2_deg,j3_deg,j4_deg,j5_deg,j6_deg,x_mm,y_mm,z_mm,nx,ny,nz,j1_rad,j2_rad,j3_rad,j4_rad,j5_rad,j6_rad,x_m,y_m,z_m
Target_398,13.687466772971458,-100.065198156647,-139.46783505430176,-30.46696678905127,90.0,13.687466772971469,-60.0,-10.0,0.0,0.0,0.0,-1.0,0.23889136144567516,-1.7464671744940508,-2.43417292232593,-0.5317488835647093,1.5707963267948966,0.23889136144567533,-0.06,-0.01,0.0
Target_399,14.057370902613453,-98.96421701843661,-140.9572432064988,-30.078539775064648,90.0,14.057370902613457,-70.0,-10.0,0.0,0.0,0.0,-1.0,0.24534740642465191,-1.7272514286299248,-2.460167998487813,-0.5249695532669527,1.5707963267948966,0.24534740642465197,-0.07,-0.01,0.0
Target_400,14.448128358427617,-97.83785206201333,-142.43878982988588,-29.723358108100825,90.0,14.448128358427624,-80.0,-10.0,0.0,0.0,0.0,-1.0,0.2521674106053253,-1.7075926515612558,-2.4860258650877225,-0.518770463735712,1.5707963267948966,0.25216741060532544,-0.08,-0.01,0.0
Target_401,14.861582585389066,-96.68245387357416,-143.91259297359915,-29.404953152826693,90.0,14.861582585389073,-90.0,-10.0,0.0,0.0,0.0,-1.0,0.25938354817209053,-1.6874271490014146,-2.5117485824717622,-0.5132132489115131,1.5707963267948966,0.25938354817209064,-0.09,-0.01,0.0
Target_402,15.299804711938162,-95.49379368863936,-145.37870882151316,-29.12749748984745,90.0,15.299804711938169,-100.0,-10.0,0.0,0.0,0.0,-1.0,0.2670319671354635,-1.6666811150869376,-2.5373371312335298,-0.5083707340642216,1.5707963267948966,0.2670319671354636,-0.1,-0.01,0.0
Target_403,15.765130474367076,-94.26693627881457,-146.83711945863848,-28.895944262546955,90.0,15.765130474367083,-110.0,-10.0,0.0,0.0,0.0,-1.0,0.275153433784201,-1.6452684138330056,-2.562791198697475,-0.5043293678542091,1.5707963267948966,0.2751534337842011,-0.11,-0.01,0.0
Target_404,16.260204708311967,-92.99607907160686,-148.28771661200125,-28.71620431639191,90.0,16.260204708311974,-120.0,-10.0,0.0,0.0,0.0,-1.0,0.28379410920832804,-1.6230877712445313,-2.5881088951437126,-0.5011923139964463,1.5707963267948966,0.28379410920832815,-0.12,-0.01,0.0
Target_405,16.788035317370124,-91.67434678489298,-149.73027997638366,-28.595373238723376,90.0,16.78803531737013,-130.0,-10.0,0.0,0.0,0.0,-1.0,0.29300649122919986,-1.6000191910114603,-2.613286375520832,-0.4990834138523974,1.5707963267948966,0.2930064912292,-0.13,-0.01,0.0
Target_406,17.352059212001564,-90.29352694128488,-151.16444817283974,-28.542024885875357,90.0,17.35205921200157,-140.0,-10.0,0.0,0.0,0.0,-1.0,0.30285056525044,-1.5759193383636259,-2.63831733257638,-0.49815230944468375,1.5707963267948966,0.3028505652504402,-0.14,-0.01,0.0
Target_407,19.21004802758395,-90.27071364355066,-151.18751442514298,-28.54177193130635,90.0,19.210048027583944,-140.0,0.0,0.0,0.0,0.0,-1.0,0.33527858754758244,-1.575521171204926,-2.638719914625167,-0.4981478945545966,1.5707963267948966,0.33527858754758233,-0.14,0.0,0.0
Target_408,18.587347020918386,-91.65324411183553,-149.75276006006885,-28.59399582809558,90.0,18.587347020918394,-130.0,0.0,0.0,0.0,0.0,-1.0,0.3244104047257852,-1.599650879885636,-2.6136787269972626,-0.49905937350179036,1.5707963267948966,0.3244104047257853,-0.13,0.0,0.0
Target_409,18.004453000082847,-92.97644680062871,-148.3096393250148,-28.713913874356486,90.0,18.004453000082854,-120.0,0.0,0.0,0.0,0.0,-1.0,0.31423698487201657,-1.6227451234763188,-2.588491518666769,-0.5011523382416021,1.5707963267948966,0.31423698487201673,-0.12,0.0,0.0
Target_410,17.457603123722095,-94.24857742964366,-146.8585133958518,-28.89290917450453,90.0,17.4576031237221,-110.0,0.0,0.0,0.0,0.0,-1.0,0.3046926540153975,-1.6449479914680962,-2.563164593341812,-0.504276395574781,1.5707963267948966,0.3046926540153977,-0.11,0.0,0.0
Target_411,16.94350187902897,-95.47654527415517,-145.39960191685907,-29.123852808985745,90.0,16.94350187902898,-100.0,0.0,0.0,0.0,0.0,-1.0,0.2957198946069015,-1.6663800734634397,-2.5377017845382492,-0.5083071223830005,1.5707963267948966,0.2957198946069016,-0.1,0.0,0.0
Target_412,16.45924962826024,-96.66617988611225,-143.93301222560785,-29.400807888279957,90.0,16.459249628260245,-90.0,0.0,0.0,0.0,0.0,-1.0,0.28726809842079387,-1.687143114337776,-2.5121049656501087,-0.5131409003968064,1.5707963267948966,0.287268098420794,-0.09,0.0,0.0
Target_413,16.00228405930696,-97.82243810050687,-142.45876114950443,-29.71880074998873,90.0,16.002284059306966,-80.0,0.0,0.0,0.0,0.0,-1.0,0.27929254467431,-1.7073236271821925,-2.486374430371034,-0.5186909228314636,1.5707963267948966,0.2792925446743101,-0.08,0.0,0.0
Target_414,15.57033186601878,-98.949566132488,-140.97679134624718,-30.07364252126478,90.0,15.570331866018783,-70.0,0.0,0.0,0.0,0.0,-1.0,0.2717535566902203,-1.7269957224317873,-2.4605091778890626,-0.5248840800638392,1.5707963267948966,0.2717535566902204,-0.07,0.0,0.0
Target_415,15.161368606610324,-100.05122760219265,-139.48698359117174,-30.461788806635617,90.0,15.161368606610331,-60.0,0.0,0.0,0.0,0.0,-1.0,0.2646158012938551,-1.7462233423204931,-2.434507127341251,-0.5316585107229458,1.5707963267948966,0.2646158012938552,-0.06,0.0,0.0
Target_416,14.773585150907486,-101.1306054878178,-137.98916601886793,-30.880228493314256,90.0,14.773585150907493,-50.0,0.0,0.0,0.0,0.0,-1.0,0.25784770320707895,-1.765062040297867,-2.4083652791103214,-0.5389616609765016,1.5707963267948966,0.2578477032070791,-0.05,0.0,0.0
Target_417,14.405359474382784,-102.19048396457575,-136.4831210486247,-31.326394986799563,90.0,14.405359474382792,-40.0,0.0,0.0,0.0,0.0,-1.0,0.25142095276133936,-1.7835604093883153,-2.382079835696477,-0.546748735299898,1.5707963267948966,0.25142095276133947,-0.04,0.0,0.0
Target_418,14.055232820226458,-103.23331460398819,-134.96859052604992,-31.798094869961908,90.0,14.055232820226465,-30.0,0.0,0.0,0.0,0.0,-1.0,0.24531008984731995,-1.80176123758674,-2.3556462914555967,-0.5549814513423534,1.5707963267948966,0.24531008984732006,-0.03,0.0,0.0
Target_419,13.721889452236596,-104.26127032232628,-133.4452794717302,-32.293450205943536,90.0,13.7218894522366,-20.0,0.0,0.0,0.0,0.0,-1.0,0.23949215053620979,-1.819702449436443,-2.3290594980256913,-0.5636270329225556,1.5707963267948966,0.23949215053620984,-0.02,0.0,0.0
Target_420,13.404139376915015,-105.27628966587767,-131.912858725173,-32.810851608949356,90.0,13.404139376915023,-10.0,0.0,0.0,0.0,0.0,-1.0,0.2339463655233882,-1.8374178789528464,-2.302313710472399,-0.5726573909594452,1.5707963267948966,0.23394636552338835,-0.01,0.0,0.0
Target_421,13.100903534264798,-106.28011342484436,-130.37096669699207,-33.34891987816358,90.0,13.100903534264805,0.0,0.0,0.0,0.0,0.0,-1.0,0.22865390165908248,-1.8549379086565612,-2.2754026178703883,-0.5820484538577406,1.5707963267948966,0.22865390165908261,0.0,0.0,0.0
Target_422,12.811201051760698,-107.2743151210552,-128.81921038638228,-33.90647449256251,90.0,12.811201051760708,10.0,0.0,0.0,0.0,0.0,-1.0,0.22359763948818467,-1.8722900016843527,-2.2483193610616476,-0.5917796176386894,1.5707963267948966,0.22359763948818484,0.01,0.0,0.0
Target_423,12.534138230972768,-108.2603265774591,-127.25716577882827,-34.48250764371265,90.0,12.534138230972776,20.0,0.0,0.0,0.0,0.0,-1.0,0.21876198103057232,-1.8894991480609853,-2.221056539596807,-0.6018332927268976,1.5707963267948966,0.21876198103057243,0.02,0.0,0.0
Target_424,12.268898995956558,-109.2394595209957,-125.68437770676402,-35.07616277224027,90.0,12.268898995956565,30.0,0.0,0.0,0.0,0.0,-1.0,0.2141326830740684,-1.9065882417404425,-2.1936062093031925,-0.6121945293410546,1.5707963267948966,0.21413268307406852,0.03,0.0,0.0
Target_425,12.01473658023163,-110.21292397427837,-124.10035923075148,-35.68671679497014,90.0,12.014736580231641,40.0,0.0,0.0,0.0,0.0,-1.0,0.2096967120848458,-1.9235784016013517,-2.165959871484351,-0.6228507072989871,1.5707963267948966,0.209696712084846,0.04,0.0,0.0
Target_426,11.770966267561398,-111.18184404057394,-122.50459057862261,-36.31356538080347,90.0,11.770966267561406,50.0,0.0,0.0,0.0,0.0,-1.0,0.20544211751013422,-1.940489246946851,-2.13810845440459,-0.6337912790332489,1.5707963267948966,0.20544211751013433,0.05,0.0,0.0
Target_427,11.536959032815481,-112.14727156982579,-120.89651766343954,-36.95621076673463,90.0,11.536959032815489,60.0,0.0,0.0,0.0,0.0,-1.0,0.20135792079033069,-1.9573391360216899,-2.1100422874225018,-0.6450075569404974,1.5707963267948966,0.2013579207903308,0.06,0.0,0.0
Target_428,11.312135954470378,-113.11019810285498,-119.27555018692229,-37.614251710222746,90.0,11.312135954470392,70.0,0.0,0.0,0.0,0.0,-1.0,0.19743401783873946,-1.9741453744778632,-2.081751067889532,-0.656492538017295,1.5707963267948966,0.1974340178387397,0.07,0.0,0.0
Target_429,11.095963290967106,-114.07156542037964,-117.64105932228688,-38.28737525733348,90.0,11.095963290967113,80.0,0.0,0.0,0.0,0.0,-1.0,0.19366109310780158,-1.9909243994897343,-2.053223820707875,-0.6682407601870805,1.5707963267948966,0.1936610931078017,0.08,0.0,0.0
Target_430,10.887948130120158,-115.03227496866342,-115.99237495850815,-38.97535007282845,90.0,10.887948130120165,90.0,0.0,0.0,0.0,0.0,-1.0,0.19003054365695674,-2.0076919442626338,-2.0244488502337883,-0.6802481858882681,1.5707963267948966,0.19003054365695687,0.09,0.0,0.0
Target_431,10.687634534779718,-115.99319639111062,-114.328782476237,-39.678021132652376,90.0,10.687634534779725,100.0,0.0,0.0,0.0,0.0,-1.0,0.1865344118817585,-2.0244631869372847,-1.9954136840067314,-0.6925121094406738,1.5707963267948966,0.18653441188175862,0.1,0.0,0.0
Target_432,10.494600119557447,-116.95517536250148,-112.64951901339748,-40.395305624101,90.0,10.494600119557461,110.0,0.0,0.0,0.0,0.0,-1.0,0.183165325766468,-2.0412528873230036,-1.9661050075717403,-0.7050310854899453,1.5707963267948966,0.18316532576646824,0.11,0.0,0.0
Target_433,10.30845300308778,-117.9190408979843,-110.95376916528676,-41.127189936728925,90.0,10.308453003087791,120.0,0.0,0.0,0.0,0.0,-1.0,0.17991644569097898,-2.058075514463677,-1.9365085894320144,-0.7178048764889982,1.5707963267948966,0.17991644569097914,0.12,0.0,0.0
Target_434,10.128829088366654,-118.88561229108751,-109.24066004920422,-41.87372765970831,90.0,10.128829088366665,130.0,0.0,0.0,0.0,0.0,-1.0,0.17678141696377378,-2.0749453677289162,-1.9066091949104444,-0.7308344177453296,1.5707963267948966,0.17678141696377397,0.13,0.0,0.0
Target_435,9.955389630478013,-119.85570582298345,-107.50925564655512,-42.635038530461415,90.0,9.955389630478017,140.0,0.0,0.0,0.0,0.0,-1.0,0.17375432737074295,-2.091876693912801,-1.876390487400692,-0.7441217990711964,1.5707963267948966,0.173754327370743,0.14,0.0,0.0
Target_436,10.924967348365586,-119.86394375400394,-107.4945027834131,-42.64155346258295,90.0,10.924967348365593,140.0,10.0,0.0,0.0,0.0,-1.0,0.19067665090185382,-2.092020472932661,-1.8761330013647675,-0.7442355060872611,1.5707963267948966,0.19067665090185396,0.14,0.01,0.0
Target_437,11.11506847529452,-118.8939583219643,-109.2258148245563,-41.88022685347937,90.0,11.115068475294528,130.0,10.0,0.0,0.0,0.0,-1.0,0.19399454147851536,-2.0750910334471895,-1.9063500968621399,-0.7309478500753599,1.5707963267948966,0.19399454147851553,0.13,0.01,0.0
Target_438,11.311935636728714,-117.92750598584868,-110.93881983250324,-41.133674181648104,90.0,11.311935636728723,120.0,10.0,0.0,0.0,0.0,-1.0,0.19743052163459726,-2.058223258118381,-1.9362476743539658,-0.7179180479123435,1.5707963267948966,0.19743052163459743,0.12,0.01,0.0
Target_439,11.515938504475516,-116.96377104835685,-112.63445378817934,-40.401775163463824,90.0,11.515938504475525,110.0,10.0,0.0,0.0,0.0,-1.0,0.2009910433602895,-2.0414029103426468,-1.9658420697891292,-0.705144000252914,1.5707963267948966,0.20099104336028967,0.11,0.01,0.0
Target_440,11.727474329560776,-116.00193490261805,-114.31358947883908,-39.68447561854289,90.0,11.727474329560781,100.0,10.0,0.0,0.0,0.0,-1.0,0.2046830399939501,-2.024615702734813,-1.9951485161788907,-0.6926247614709867,1.5707963267948966,0.2046830399939502,0.1,0.01,0.0
Target_441,11.9469705780937,-115.04116933391808,-115.97704215776801,-38.981788508313954,90.0,11.946970578093708,90.0,10.0,0.0,0.0,0.0,-1.0,0.2085139722266254,-2.0078471802212023,-2.0241812423773204,-0.6803605577861674,1.5707963267948966,0.20851397222662554,0.09,0.01,0.0
Target_442,12.17488787719425,-114.0806295952215,-117.62557448075361,-38.293795924024906,90.0,12.174887877194262,80.0,10.0,0.0,0.0,0.0,-1.0,0.2124918795181827,-1.991082599184701,-2.05295355923897,-0.668352821961019,1.5707963267948966,0.21249187951818294,0.08,0.01,0.0
Target_443,12.411723314662703,-113.11944711469113,-119.25990080646051,-37.62065207884838,90.0,12.411723314662712,70.0,10.0,0.0,0.0,0.0,-1.0,0.21662543768740836,-1.97430680018696,-2.0814779346745764,-0.6566042455231537,1.5707963267948966,0.21662543768740852,0.07,0.01,0.0
Target_444,12.6580141432963,-112.15672168149246,-120.8806909307539,-36.96258738775366,90.0,12.65801414329631,60.0,10.0,0.0,0.0,0.0,-1.0,0.22092402356452975,-1.9575040715849543,-2.1097660588273044,-0.6451188499724313,1.5707963267948966,0.22092402356452992,0.06,0.01,0.0
Target_445,12.9143419493649,-111.19151293847148,-122.48857331020938,-36.31991375131912,90.0,12.914341949364907,50.0,10.0,0.0,0.0,0.0,-1.0,0.22539778774484032,-1.9406580010502024,-2.137828900333603,-0.6339020790008837,1.5707963267948966,0.22539778774484046,0.05,0.01,0.0
Target_446,13.181337355050243,-110.22283098590498,-124.08413781684229,-35.693031197252765,90.0,13.18133735505025,40.0,10.0,0.0,0.0,0.0,-1.0,0.23005773666174753,-1.9237513115732694,-2.1656767544023063,-0.6229609144091144,1.5707963267948966,0.23005773666174767,0.04,0.01,0.0
Target_447,13.459685337008043,-109.24962586813837,-125.66793805388605,-35.082436077975615,90.0,13.45968533700805,30.0,10.0,0.0,0.0,0.0,-1.0,0.23491582541319295,-1.906765677970983,-2.193319283232587,-0.6123040191811207,1.5707963267948966,0.23491582541319306,0.03,0.01,0.0
Target_448,13.750131258102897,-108.27077567274466,-127.24049325067628,-34.48873107657906,90.0,13.750131258102904,20.0,10.0,0.0,0.0,0.0,-1.0,0.23998506303528577,-1.8896815191775729,-2.2207655490859235,-0.6019419121211932,1.5707963267948966,0.2399850630352859,0.02,0.01,0.0
Target_449,14.053487727390134,-107.28507291740686,-128.8022897427824,-33.91263733981074,90.0,14.053487727390142,10.0,10.0,0.0,0.0,0.0,-1.0,0.24527963223157315,-1.8724777606509482,-2.248024040119273,-0.5918871796144686,1.5707963267948966,0.24527963223157326,0.01,0.01,0.0
Target_450,14.370642425330633,-106.29120882975712,-130.35378203085105,-33.35500913939185,90.0,14.370642425330644,0.0,10.0,0.0,0.0,0.0,-1.0,0.2508150259488029,-1.8551315600041307,-2.2751026888653714,-0.582154731515188,1.5707963267948966,0.2508150259488031,0.0,0.01,0.0
Target_451,14.702567057992312,-105.28775503548124,-131.89539339746398,-32.81685156705477,90.0,14.702567057992319,-10.0,10.0,0.0,0.0,0.0,-1.0,0.2566082036572219,-1.8376179874023868,-2.3020088829989365,-0.5727621099833664,1.5707963267948966,0.25660820365722203,-0.01,0.01,0.0
Target_452,15.050327636847847,-104.2731420541734,-133.4275160447827,-32.29934190104386,90.0,15.050327636847854,-20.0,10.0,0.0,0.0,0.0,-1.0,0.26267777076689236,-1.8199096502450893,-2.3287494677390197,-0.5637298624005799,1.5707963267948966,0.2626777707668925,-0.02,0.01,0.0
Target_453,15.415096321320874,-103.24563385269434,-134.95051069572378,-31.80385545158188,90.0,15.415096321320881,-30.0,10.0,0.0,0.0,0.0,-1.0,0.269044185319115,-1.8019762490380344,-2.3553307388882034,-0.5550819924584518,1.5707963267948966,0.26904418531911517,-0.03,0.01,0.0
Target_454,15.79816511153538,-102.203297511269,-136.46470557638912,-31.331996912341893,90.0,15.798165111535383,-40.0,10.0,0.0,0.0,0.0,-1.0,0.27572999696998957,-1.7837840479669704,-2.3817584250726562,-0.5468465073450632,1.5707963267948966,0.2757299969699896,-0.04,0.01,0.0
Target_455,16.20096174149535,-101.14396680341702,-137.9703946654427,-30.88563853114026,90.0,16.20096174149536,-50.0,10.0,0.0,0.0,0.0,-1.0,0.28276012437872833,-1.7652952392474712,-2.408037657187996,-0.5390560839492227,1.5707963267948966,0.28276012437872844,-0.05,0.01,0.0
Target_456,16.625068201743115,-100.065198156647,-139.46783505430176,-30.46696678905127,90.0,16.625068201743122,-60.0,10.0,0.0,0.0,0.0,-1.0,0.29016217848903025,-1.7464671744940508,-2.43417292232593,-0.5317488835647093,1.5707963267948966,0.29016217848903036,-0.06,0.01,0.0
Target_457,17.07224242016339,-98.96421701843659,-140.9572432064988,-30.078539775064677,90.0,17.072242420163395,-70.0,10.0,0.0,0.0,0.0,-1.0,0.29796684093049636,-1.7272514286299243,-2.460167998487813,-0.5249695532669532,1.5707963267948966,0.2979668409304964,-0.07,0.01,0.0
Target_458,17.544443756383558,-97.8378520620133,-142.43878982988588,-29.723358108100825,90.0,17.54444375638357,-80.0,10.0,0.0,0.0,0.0,-1.0,0.306208308979855,-1.7075926515612554,-2.4860258650877225,-0.518770463735712,1.5707963267948966,0.3062083089798552,-0.08,0.01,0.0
Target_459,18.043863127778245,-96.68245387357419,-143.91259297359915,-29.404953152826664,90.0,18.04386312777825,-90.0,10.0,0.0,0.0,0.0,-1.0,0.3149248213589327,-1.687427149001415,-2.5117485824717622,-0.5132132489115127,1.5707963267948966,0.31492482135893274,-0.09,0.01,0.0
Target_460,18.572958795171587,-95.49379368863939,-145.37870882151316,-29.12749748984745,90.0,18.572958795171594,-100.0,10.0,0.0,0.0,0.0,-1.0,0.3241592828129833,-1.666681115086938,-2.5373371312335298,-0.5083707340642216,1.5707963267948966,0.32415928281298345,-0.1,0.01,0.0
Target_461,19.134499110159652,-94.26693627881454,-146.83711945863848,-28.895944262546955,90.0,19.13449911015966,-110.0,10.0,0.0,0.0,0.0,-1.0,0.3339600101922111,-1.6452684138330051,-2.562791198697475,-0.5043293678542091,1.5707963267948966,0.3339600101922112,-0.11,0.01,0.0
Target_462,19.731613886168738,-92.99607907160686,-148.28771661200125,-28.71620431639193,90.0,19.731613886168752,-120.0,10.0,0.0,0.0,0.0,-1.0,0.3443816290458781,-1.6230877712445313,-2.5881088951437126,-0.5011923139964467,1.5707963267948966,0.3443816290458783,-0.12,0.01,0.0
Target_463,20.36785653386226,-91.67434678489298,-149.73027997638366,-28.595373238723376,90.0,20.367856533862273,-130.0,10.0,0.0,0.0,0.0,-1.0,0.3554861580897363,-1.6000191910114603,-2.613286375520832,-0.4990834138523974,1.5707963267948966,0.3554861580897366,-0.13,0.01,0.0
Target_464,21.04727974399075,-90.29352694128488,-151.16444817283974,-28.542024885875385,90.0,21.047279743990764,-140.0,10.0,0.0,0.0,0.0,-1.0,0.3673443301209478,-1.5759193383636259,-2.63831733257638,-0.49815230944468425,1.5707963267948966,0.367344330120948,-0.14,0.01,0.0
Target_465,22.860020573576328,-90.36178863398317,-151.09530743908516,-28.542903926931707,90.0,22.860020573576335,-140.0,20.0,0.0,0.0,0.0,-1.0,0.3989826260825496,-1.5771107296541955,-2.637110599125118,-0.4981676516053773,1.5707963267948966,0.3989826260825497,-0.14,0.02,0.0
Target_466,22.12616246014455,-91.73750694578104,-149.66289325049257,-28.59959980372642,90.0,22.126162460144556,-130.0,20.0,0.0,0.0,0.0,-1.0,0.386174385760691,-1.6011215437750463,-2.612110255281894,-0.49915718132775005,1.5707963267948966,0.38617438576069113,-0.13,0.02,0.0
Target_467,21.43858030598627,-93.05485212310978,-148.22199776368126,-28.723150113208952,90.0,21.438580305986278,-120.0,20.0,0.0,0.0,0.0,-1.0,0.37417381329267385,-1.6241135545047014,-2.58696188485991,-0.5013135410200782,1.5707963267948966,0.37417381329267396,-0.12,0.02,0.0
Target_468,20.792972905288103,-94.3219083967494,-146.7729829939871,-28.905108609263472,90.0,20.79297290528811,-110.0,20.0,0.0,0.0,0.0,-1.0,0.36290583847524843,-1.646227858287763,-2.56167180621872,-0.5044893158782067,1.5707963267948966,0.3629058384752486,-0.11,0.02,0.0
Target_469,20.18556307508902,-95.54545015930614,-145.31607123457565,-29.138478606118262,90.0,20.18556307508903,-100.0,20.0,0.0,0.0,0.0,-1.0,0.3523045370292948,-1.6675826905800328,-2.5362438991059664,-0.5085623906986916,1.5707963267948966,0.35230453702929493,-0.1,0.02,0.0
Target_470,19.613019178656586,-96.73119985655373,-143.85137355691126,-29.417426586535022,90.0,19.613019178656593,-90.0,20.0,0.0,0.0,0.0,-1.0,0.3423117609243514,-1.6882779269015291,-2.510680102084408,-0.5134309513987527,1.5707963267948966,0.3423117609243515,-0.09,0.02,0.0
Target_471,19.072390519711504,-97.88402850805977,-142.37891112388348,-29.737060368056774,90.0,19.07239051971151,-80.0,20.0,0.0,0.0,0.0,-1.0,0.33287601079511825,-1.708398582581636,-2.484980784516147,-0.5190096132869075,1.5707963267948966,0.33287601079511836,-0.08,0.02,0.0
Target_472,18.56105379423404,-99.00811299092118,-140.89863120846547,-30.09325580061335,90.0,18.56105379423405,-70.0,20.0,0.0,0.0,0.0,-1.0,0.3239515013491701,-1.7280175578781451,-2.4591450261409595,-0.5252263963655851,1.5707963267948966,0.3239515013491702,-0.07,0.02,0.0
Target_473,18.07666842787888,-100.10706045670446,-139.41041926826495,-30.48252027503058,90.0,18.076668427878886,-60.0,20.0,0.0,0.0,0.0,-1.0,0.3154973818577936,-1.7471978094625111,-2.433170827816967,-0.5320203431052111,1.5707963267948966,0.3154973818577937,-0.06,0.02,0.0
Target_474,17.61713910662221,-101.18400755436971,-137.91410804816678,-30.90188439746349,90.0,17.61713910662222,-50.0,20.0,0.0,0.0,0.0,-1.0,0.30747708219240993,-1.7659940821865667,-2.4070552703917207,-0.539339627806402,1.5707963267948966,0.3074770821924101,-0.05,0.02,0.0
Target_475,17.180584170690928,-102.2417001844629,-136.40948441690477,-31.348815398632354,90.0,17.180584170690928,-40.0,20.0,0.0,0.0,0.0,-1.0,0.29985776119457613,-1.7844543010557714,-2.3807946340228856,-0.5471400453060332,1.5707963267948966,0.29985776119457613,-0.04,0.02,0.0
Target_476,16.7653088183543,-103.28255809268114,-134.89629445380433,-31.82114745351457,90.0,16.765308818354306,-30.0,20.0,0.0,0.0,0.0,-1.0,0.29260983899392246,-1.8026206985996007,-2.354384486958651,-0.5553837948264385,1.5707963267948966,0.29260983899392257,-0.03,0.02,0.0
Target_477,16.369782279039732,-104.30872757138411,-133.37424716555375,-32.31702526306215,90.0,16.36978227903974,-20.0,20.0,0.0,0.0,0.0,-1.0,0.2857065986038645,-1.8205307346864412,-2.3278197504076275,-0.5640384952906211,1.5707963267948966,0.2857065986038646,-0.02,0.02,0.0
Target_478,15.992618280482027,-105.32212476902293,-131.84301711368215,-32.83485811729496,90.0,15.992618280482034,-10.0,20.0,0.0,0.0,0.0,-1.0,0.27912384500904536,-1.8382178524157224,-2.3010947443969845,-0.5730763835719834,1.5707963267948966,0.2791238450090455,-0.01,0.02,0.0
Target_479,15.632558263885706,-106.3244715347378,-130.3022461604815,-33.37328230478069,90.0,15.632558263885713,0.0,20.0,0.0,0.0,0.0,-1.0,0.27283961221465414,-1.855712103724163,-2.274203218244542,-0.5824736584159848,1.5707963267948966,0.27283961221465425,0.0,0.02,0.0
Target_480,15.28845690293808,-107.31732529538755,-128.75154448679933,-33.931130217813106,90.0,15.288456902938087,10.0,20.0,0.0,0.0,0.0,-1.0,0.26683391050552463,-1.873040670838309,-2.2471383683226014,-0.5922099412237793,1.5707963267948966,0.26683391050552474,0.01,0.02,0.0
Target_481,14.95926956331735,-108.30210413711399,-127.19049099412561,-34.50740486876039,90.0,14.959269563317356,20.0,20.0,0.0,0.0,0.0,-1.0,0.2610885075732621,-1.8902283040304113,-2.2198928450756874,-0.6022678312785905,1.5707963267948966,0.26108850757326224,0.02,0.02,0.0
Target_482,14.644041403856583,-109.28010801598748,-125.6186331719351,-35.10125881207743,90.0,14.64404140385659,30.0,20.0,0.0,0.0,0.0,-1.0,0.25558673829567,-1.9072976918140296,-2.1924587507052355,-0.6126325378654247,1.5707963267948966,0.25558673829567014,0.03,0.02,0.0
Target_483,14.341897872343218,-110.2525368326132,-124.03548648661919,-35.71197668076762,90.0,14.341897872343225,40.0,20.0,0.0,0.0,0.0,-1.0,0.25031333885715856,-1.9242697764054206,-2.1648276285044386,-0.6232915754748309,1.5707963267948966,0.2503133388571587,0.04,0.02,0.0
Target_484,14.052036390793432,-111.22050595945359,-122.44053332858354,-36.33896071196288,90.0,14.05203639079344,50.0,20.0,0.0,0.0,0.0,-1.0,0.245254301629406,-1.9411640247264401,-2.136990444481635,-0.6342345111766151,1.5707963267948966,0.24525430162940612,0.05,0.02,0.0
Target_485,13.773719059034217,-112.18505969650002,-120.8332215377439,-36.981718765756085,90.0,13.773719059034228,60.0,20.0,0.0,0.0,0.0,-1.0,0.2403967478248423,-1.957998663250316,-2.1089375616253565,-0.6454527555090173,1.5707963267948966,0.2403967478248425,0.06,0.02,0.0
Target_486,13.506266233174955,-113.1471830430398,-119.21296251361662,-37.63985444334355,90.0,13.506266233174962,70.0,20.0,0.0,0.0,0.0,-1.0,0.23572881541983515,-1.9747908834577415,-2.0806587069191855,-0.6569393900077625,1.5707963267948966,0.23572881541983529,0.07,0.02,0.0
Target_487,13.249050858308227,-114.10781210484501,-117.5791289036039,-38.31305899155112,90.0,13.249050858308234,80.0,20.0,0.0,0.0,0.0,-1.0,0.23123956024165926,-1.9915570234765865,-2.0521429309947186,-0.6686890259133853,1.5707963267948966,0.2312395602416594,0.08,0.02,0.0
Target_488,13.001493453533325,-115.06784340286757,-115.93105185120913,-39.00110474592333,90.0,13.001493453533332,90.0,20.0,0.0,0.0,0.0,-1.0,0.2269188684406449,-2.008312730549275,-2.0233785601038665,-0.6806976897315485,1.5707963267948966,0.22691886844064502,0.09,0.02,0.0
Target_489,12.763057662914026,-116.0281423082591,-114.26801777417214,-39.70383991756876,90.0,12.763057662914033,100.0,20.0,0.0,0.0,0.0,-1.0,0.22275737883974234,-2.0250731082516547,-1.994353139886706,-0.6929627322463289,1.5707963267948966,0.22275737883974245,0.1,0.02,0.0
Target_490,12.533246298879387,-116.98955079686496,-112.58926463031437,-40.42118457282065,90.0,12.533246298879398,110.0,20.0,0.0,0.0,0.0,-1.0,0.2187464138788386,-2.0418528518344496,-1.965053370198182,-0.705482758352058,1.5707963267948966,0.21874641387883878,0.11,0.02,0.0
Target_491,12.311597815335855,-117.95289469251392,-110.89397761567275,-41.153127691813324,90.0,12.311597815335865,120.0,20.0,0.0,0.0,0.0,-1.0,0.21487791805895148,-2.0586663746425127,-1.9354650300263805,-0.7182575757157967,1.5707963267948966,0.21487791805895168,0.12,0.02,0.0
