target_name,j1_deg,j2_deg,j3_deg,j4_deg,j5_deg,j6_deg,x_mm,y_mm,z_mm,nx,ny,nz,j1_rad,j2_rad,j3_rad,j4_rad,j5_rad,j6_rad,x_m,y_m,z_m
Target_220,4.294073291397114,-104.83728678876366,-132.5790065389462,-32.583706672290106,90.0,4.294073291397122,-20.0,-70.0,0.0,0.0,0.0,-1.0,0.07494571725682952,-1.829755833321479,-2.313940183127703,-0.5686929639355074,1.5707963267948966,0.07494571725682966,-0.02,-0.07,0.0
Target_221,4.397826155169936,-103.83053143543248,-134.08716927801055,-32.08229928655693,90.0,4.397826155169943,-30.0,-70.0,0.0,0.0,0.0,-1.0,0.07675654633803843,-1.812184637643771,-2.340262588580272,-0.5599417541606462,1.5707963267948966,0.07675654633803855,-0.03,-0.07,0.0
Target_222,4.506757393987089,-102.81107460359311,-135.58563940809103,-31.603285988315825,90.0,4.5067573939870975,-40.0,-70.0,0.0,0.0,0.0,-1.0,0.078657755113674,-1.7943917593462237,-2.366415826092964,-0.5515813949455014,1.5707963267948966,0.07865775511367415,-0.04,-0.07,0.0
Target_223,4.62126789570388,-101.77704612533364,-137.07466606881752,-31.14828780584881,90.0,4.6212678957038875,-50.0,-70.0,0.0,0.0,0.0,-1.0,0.08065634039674263,-1.7763445578412094,-2.392404243972618,-0.543640178570862,1.5707963267948966,0.08065634039674276,-0.05,-0.07,0.0
Target_224,4.741801389132641,-100.72635493607191,-138.55445877041558,-30.719186293512514,90.0,4.74180138913265,-60.0,-70.0,0.0,0.0,0.0,-1.0,0.08276004671600545,-1.7580065371668974,-2.418231498862486,-0.5361509443553065,1.5707963267948966,0.0827600467160056,-0.06,-0.07,0.0
Target_225,4.868850376126337,-99.65664860253298,-140.02518400371144,-30.318167393755544,90.0,4.868850376126346,-70.0,-70.0,0.0,0.0,0.0,-1.0,0.0849774698503689,-1.7393366396172063,-2.4439004965756603,-0.5291518441918224,1.5707963267948966,0.08497746985036905,-0.07,-0.07,0.0
Target_226,5.002963086676978,-98.56526436830649,-141.48696070345233,-29.947774928241195,90.0,5.002963086676985,-80.0,-70.0,0.0,0.0,0.0,-1.0,0.08731817821825172,-1.720288391325597,-2.4694133129150755,-0.5226872761440174,1.5707963267948966,0.08731817821825184,-0.08,-0.07,0.0
Target_227,5.144751670924606,-97.44916955228865,-142.93985428818297,-29.610976159528413,90.0,5.144751670924613,-90.0,-70.0,0.0,0.0,0.0,-1.0,0.08979285585511419,-1.7008088620216455,-2.4947710896497286,-0.5168090287133165,1.5707963267948966,0.08979285585511432,-0.09,-0.07,0.0
Target_228,5.294901895156801,-96.30488850373271,-144.38386890940166,-29.311242586865653,90.0,5.29490189515681,-100.0,-70.0,0.0,0.0,0.0,-1.0,0.09241347164057379,-1.6808373901561713,-2.519973899236933,-0.5115776909915857,1.5707963267948966,0.09241347164057394,-0.1,-0.07,0.0
Target_229,5.454184677562683,-95.12841247742566,-145.8189374206715,-29.052650101902877,90.0,5.45418467756269,-110.0,-70.0,0.0,0.0,0.0,-1.0,0.0951934806352941,-1.6603040099263338,-2.5450205697502852,-0.5070644007080714,1.5707963267948966,0.09519348063529423,-0.11,-0.07,0.0
Target_230,5.62346988892881,-93.91508766812174,-147.24490841128693,-28.840003920591293,90.0,5.623469888928817,-120.0,-70.0,0.0,0.0,0.0,-1.0,0.09814806494856755,-1.639127497107848,-2.56990845857445,-0.5033530247023913,1.5707963267948966,0.09814806494856768,-0.12,-0.07,0.0
Target_231,5.8037429608970506,-92.6594751302994,-148.66152942108408,-28.67899544861657,90.0,5.803742960897059,-130.0,-70.0,0.0,0.0,0.0,-1.0,0.10129442360709805,-1.6172129241935262,-2.594633159448337,-0.5005428967428274,1.5707963267948966,0.1012944236070982,-0.13,-0.07,0.0
Target_232,5.996125000055091,-91.35517426315798,-150.06842513727463,-28.5764005995674,90.0,5.9961250000551,-140.0,-70.0,0.0,0.0,0.0,-1.0,0.10465212361210652,-1.5944485796252914,-2.6191881219280657,-0.49875227883133283,1.5707963267948966,0.10465212361210667,-0.14,-0.07,0.0
Target_233,7.8926415233295515,-91.07387463763112,-150.363139347171,-28.562986015197914,90.0,7.892641523329559,-140.0,-60.0,0.0,0.0,0.0,-1.0,0.13775258126172152,-1.5895389749752207,-2.624331855243171,-0.4985181501662987,1.5707963267948966,0.13775258126172163,-0.14,-0.06,0.0
Target_234,7.6379889476680916,-92.39787059952894,-148.94902160496804,-28.653107795503033,90.0,7.637988947668095,-130.0,-60.0,0.0,0.0,0.0,-1.0,0.13330805536774507,-1.6126470637934471,-2.599650844630861,-0.500091071960382,1.5707963267948966,0.13330805536774512,-0.13,-0.06,0.0
Target_235,7.399494936308271,-93.67056703451871,-147.52552866556005,-28.803904299921278,90.0,7.39949493630828,-120.0,-60.0,0.0,0.0,0.0,-1.0,0.12914554962322744,-1.6348598069624125,-2.5748062059592995,-0.5027229674629786,1.5707963267948966,0.12914554962322758,-0.12,-0.06,0.0
Target_236,7.175647957290016,-94.89880808597073,-146.09303141919133,-29.00816049483793,90.0,7.175647957290023,-110.0,-60.0,0.0,0.0,0.0,-1.0,0.12523868281871622,-1.6562966573184073,-2.549804412484413,-0.5062879105818695,1.5707963267948966,0.12523868281871633,-0.11,-0.06,0.0
Target_237,6.965121652627387,-96.08838659708331,-144.6517736150888,-29.259839787827936,90.0,6.965121652627394,-100.0,-60.0,0.0,0.0,0.0,-1.0,0.12156430564029665,-1.6770587190482937,-2.5246497184327605,-0.5106805429036365,1.5707963267948966,0.12156430564029677,-0.1,-0.06,0.0
Target_238,6.766747002995457,-97.24424109116907,-143.2018953557162,-29.553863553114745,90.0,6.7667470029954675,-90.0,-60.0,0.0,0.0,0.0,-1.0,0.11810201485172932,-1.6972321856440635,-2.499344569053624,-0.5158122256870024,1.5707963267948966,0.11810201485172951,-0.09,-0.06,0.0
Target_239,6.579489418285599,-98.37061117669737,-141.7434510364282,-29.88593778687443,90.0,6.579489418285606,-80.0,-60.0,0.0,0.0,0.0,-1.0,0.11483375344921011,-1.7168910522325025,-2.473889913725041,-0.5216080144271461,1.5707963267948966,0.11483375344921024,-0.08,-0.06,0.0
Target_240,6.402429756843743,-99.47116108989212,-140.276423097335,-30.252415812772924,90.0,6.402429756843752,-70.0,-60.0,0.0,0.0,0.0,-1.0,0.11174347938458327,-1.7360992718002888,-2.448285445969118,-0.528004262615284,1.5707963267948966,0.11174347938458343,-0.07,-0.06,0.0
Target_241,6.23474850231859,-100.54907864042735,-138.8007325849963,-30.650188774576343,90.0,6.234748502318599,-60.0,-60.0,0.0,0.0,0.0,-1.0,0.1088168893992447,-1.7549124821221609,-2.4225297877883656,-0.5349467104741632,1.5707963267948966,0.10881688939924486,-0.06,-0.06,0.0
Target_242,6.075712496647986,-101.607155032869,-137.31624725768978,-31.076597709441252,90.0,6.075712496647993,-50.0,-60.0,0.0,0.0,0.0,-1.0,0.1060411874710723,-1.7733793989078914,-2.396620631129321,-0.5423889503474779,1.5707963267948966,0.10604118747107243,-0.05,-0.06,0.0
Target_243,5.924663756173649,-102.6478497155083,-135.8227877776754,-31.529362506816376,90.0,5.924663756173656,-40.0,-60.0,0.0,0.0,0.0,-1.0,0.10340488961880469,-1.7915429476279445,-2.3705548459579475,-0.5502911867987988,1.5707963267948966,0.10340488961880481,-0.04,-0.06,0.0
Target_244,5.781009996061718,-103.67334342881713,-134.32013239532722,-32.00652417585571,90.0,5.781009996061725,-30.0,-60.0,0.0,0.0,0.0,-1.0,0.10089765852198139,-1.8094411893836866,-2.3443285620131578,-0.5586192289878467,1.5707963267948966,0.10089765852198151,-0.03,-0.06,0.0
Target_245,5.644216563894647,-104.68558189482911,-132.8080204281497,-32.506397677021184,90.0,5.644216563894654,-20.0,-60.0,0.0,0.0,0.0,-1.0,0.09851016273556248,-1.8271080834309323,-2.3179372295271015,-0.567343667426656,1.5707963267948966,0.09851016273556261,-0.02,-0.06,0.0
Target_246,5.513799542107019,-105.68631203964443,-131.28615476206687,-33.02753319828865,90.0,5.5137995421070265,-10.0,-60.0,0.0,0.0,0.0,-1.0,0.09623395630472321,-1.8445741193819192,-2.2913756628808994,-0.5764391981218702,1.5707963267948966,0.09623395630472334,-0.01,-0.06,0.0
Target_247,5.389319824971537,-106.67711222602139,-129.7542035455889,-33.568684228389714,90.0,5.389319824971544,0.0,-60.0,0.0,0.0,0.0,-1.0,0.09406137538875783,-1.8618668448635707,-2.2646380701734263,-0.5858840653476927,1.5707963267948966,0.09406137538875796,0.0,-0.06,0.0
Target_248,5.270378012128063,-107.65941765699642,-128.21180120430716,-34.12878113869641,90.0,5.27037801212807,10.0,-60.0,0.0,0.0,0.0,-1.0,0.09198544913634833,-1.8790113088943068,-2.237718070927591,-0.5956596005627919,1.5707963267948966,0.09198544913634846,0.01,-0.06,0.0
Target_249,5.156609989441517,-108.63454186948337,-126.6585488699028,-34.7069092606138,90.0,5.156609989441524,20.0,-60.0,0.0,0.0,0.0,-1.0,0.0899998225569845,-1.896030437018121,-2.2106087035779467,-0.6057498397886215,1.5707963267948966,0.08999982255698462,0.02,-0.06,0.0
Target_250,5.047683090963218,-109.60369505042706,-125.09401429177169,-35.302290657801265,90.0,5.0476830909632255,30.0,-60.0,0.0,0.0,0.0,-1.0,0.08809868953455259,-1.9129453509817647,-2.1833024239282586,-0.6161412054746669,1.5707963267948966,0.08809868953455272,0.03,-0.06,0.0
Target_251,4.9432927542331875,-110.56799976379295,-123.5177312784883,-35.91426895771876,90.0,4.943292754233195,40.0,-60.0,0.0,0.0,0.0,-1.0,0.08627673445134798,-1.9297756432224997,-2.155791095403206,-0.6268222417589846,1.5707963267948966,0.0862767344513481,0.04,-0.06,0.0
Target_252,4.8431595960718,-111.5285045644485,-121.9291986991764,-36.54229673637509,90.0,4.843159596071807,50.0,-60.0,0.0,0.0,0.0,-1.0,0.08452908115101154,-1.9465396144751506,-2.1280659716190153,-0.6377833942905237,1.5707963267948966,0.08452908115101167,0.05,-0.06,0.0
Target_253,4.747026848114668,-112.48619588739149,-120.32787906030327,-37.18592505230525,90.0,4.747026848114679,60.0,-60.0,0.0,0.0,0.0,-1.0,0.08285124818016974,-1.9632544812782862,-2.1001176715438326,-0.6490168275625713,1.5707963267948966,0.08285124818016992,0.06,-0.06,0.0
Target_254,4.6546581012227435,-113.44200853224947,-118.71319666059148,-37.84479480715906,90.0,4.654658101222751,70.0,-60.0,0.0,0.0,0.0,-1.0,0.08123910942096438,-1.9799365589632532,-2.0719361472948585,-0.6605162741265781,1.5707963267948966,0.08123910942096449,0.07,-0.06,0.0
Target_255,4.56583531599717,-114.39683500934288,-117.08453531494163,-38.5186296757155,90.0,4.565835315997177,80.0,-60.0,0.0,0.0,0.0,-1.0,0.07968885936798634,-1.9966014247737514,-2.0435106444133075,-0.6722769111976312,1.5707963267948966,0.07968885936798646,0.08,-0.06,0.0
Target_256,4.4803570632982925,-115.35153397174108,-115.44123562687756,-39.20723040138134,90.0,4.480357063298301,90.0,-60.0,0.0,0.0,0.0,-1.0,0.0781969824195392,-2.0132640650329736,-2.0148296542595934,-0.6842952610921222,1.5707963267948966,0.07819698241953936,0.09,-0.06,0.0
Target_257,4.3980369641850245,-116.30693792530766,-113.78259177752037,-39.91047029717197,90.0,4.398036964185033,100.0,-60.0,0.0,0.0,0.0,-1.0,0.07676022564944461,-2.0299390097092815,-1.9858808579703577,-0.6965691127050506,1.5707963267948966,0.07676022564944476,0.1,-0.06,0.0
Target_258,4.3187023032719125,-117.26386038396757,-112.10784778694807,-40.62829182908436,90.0,4.318702303271921,110.0,-60.0,0.0,0.0,0.0,-1.0,0.07537557460555755,-2.046640457299176,-1.9566510612068824,-0.7090974618786314,1.5707963267948966,0.0753755746055577,0.11,-0.06,0.0
Target_259,4.242192793322911,-118.22310261906031,-110.41619319046839,-41.360704190471324,90.0,4.2421927933229195,120.0,-60.0,0.0,0.0,0.0,-1.0,0.0740402317478601,-2.063382392625734,-1.9271261186918158,-0.7218804690671404,1.5707963267948966,0.07404023174786027,0.12,-0.06,0.0
Target_260,4.168359472098047,-119.18546013875334,-108.70675805722428,-42.10778180402241,90.0,4.1683594720980555,130.0,-60.0,0.0,0.0,0.0,-1.0,0.07275159719480362,-2.0801786999257037,-1.8972908472674381,-0.7349194331915487,1.5707963267948966,0.07275159719480377,0.13,-0.06,0.0
Target_261,4.097063715155775,-120.15172902547687,-106.9786072609883,-42.869663713534834,90.0,4.097063715155782,140.0,-60.0,0.0,0.0,0.0,-1.0,0.07150725149345938,-2.0970432734586093,-1.8671289259021586,-0.7482167810239221,1.5707963267948966,0.0715072514934595,0.14,-0.06,0.0
Target_262,5.07547140312282,-120.0613949001917,-107.14065162492139,-42.79795347488692,90.0,5.075471403122828,140.0,-50.0,0.0,0.0,0.0,-1.0,0.08858368707530961,-2.095466645545474,-1.869957133587091,-0.746965201252125,1.5707963267948966,0.08858368707530975,0.14,-0.05,0.0
Target_263,5.163898168422116,-119.09397189484227,-108.8697810455727,-42.036247059585044,90.0,5.163898168422124,130.0,-50.0,0.0,0.0,0.0,-1.0,0.0901270252766706,-2.0785819288425875,-1.9001361351705583,-0.733670916371544,1.5707963267948966,0.09012702527667074,0.13,-0.05,0.0
Target_264,5.255478028562078,-118.13034245194075,-110.58032271424025,-41.28933483381902,90.0,5.255478028562088,120.0,-50.0,0.0,0.0,0.0,-1.0,0.09172539536462886,-2.0617634222947974,-1.929990719281365,-0.7206348388085276,1.5707963267948966,0.09172539536462902,0.12,-0.05,0.0
Target_265,5.350383670434642,-117.16970449394057,-112.2732119293467,-40.557083576712714,90.0,5.350383670434649,110.0,-50.0,0.0,0.0,0.0,-1.0,0.09338181129402369,-2.044997127008059,-1.9595372099564752,-0.707854643420155,1.5707963267948966,0.09338181129402381,0.11,-0.05,0.0
Target_266,5.4488007009185715,-116.21125544593687,-113.9493194189073,-39.83942513515585,90.0,5.44880070091858,100.0,-50.0,0.0,0.0,0.0,-1.0,0.09509951251600389,-2.0282690354077895,-1.988790804266644,-0.6953291407102565,1.5707963267948966,0.09509951251600404,0.1,-0.05,0.0
Target_267,5.5509288856233425,-115.25418578970303,-115.60945704659002,-39.136357163706975,90.0,5.550928885623351,90.0,-50.0,0.0,0.0,0.0,-1.0,0.09688198559818706,-2.011565018735579,-2.0177656719059556,-0.6830582897431562,1.5707963267948966,0.09688198559818721,0.09,-0.05,0.0
Target_268,5.656983533835554,-114.29767245025644,-117.25438277766136,-38.44794477208218,90.0,5.656983533835559,80.0,-50.0,0.0,0.0,0.0,-1.0,0.09873298839653447,-1.9948707116229896,-2.046475041863925,-0.6710432268977748,1.5707963267948966,0.09873298839653455,0.08,-0.05,0.0
Target_269,5.7671970503315855,-113.34087188290223,-118.88480499399012,-37.77432312310766,90.0,5.767197050331594,70.0,-50.0,0.0,0.0,0.0,-1.0,0.1006565771395913,-1.978171391437709,-2.074931277736525,-0.659286311210456,1.5707963267948966,0.10065657713959145,0.07,-0.05,0.0
Target_270,5.881820678148962,-112.38291271953221,-120.50138622987222,-37.11570105059556,90.0,5.881820678148971,60.0,-50.0,0.0,0.0,0.0,-1.0,0.10265713684558508,-1.9614518499372517,-2.1031459429286268,-0.647791187518811,1.5707963267948966,0.10265713684558524,0.06,-0.05,0.0
Target_271,6.00112646049439,-111.42288781864926,-122.10474638542703,-36.472365795923736,90.0,6.001126460494399,50.0,-50.0,0.0,0.0,0.0,-1.0,0.10473941556418052,-1.944696254515712,-2.131129856738347,-0.6365628691306314,1.5707963267948966,0.10473941556418068,0.05,-0.05,0.0
Target_272,6.125409454853621,-110.45984554344298,-123.69546546103115,-35.8446889955259,90.0,6.125409454853628,40.0,-50.0,0.0,0.0,0.0,-1.0,0.10690856301998664,-1.927887995977465,-2.158893142081919,-0.625607842325306,1.5707963267948966,0.10690856301998676,0.04,-0.05,0.0
Target_273,6.254990238238193,-109.49278006525012,-125.27408584409253,-35.23313409065736,90.0,6.2549902382382,30.0,-50.0,0.0,0.0,0.0,-1.0,0.10917017433736098,-1.9110095193006262,-2.1864452654054345,-0.6149341956786292,1.5707963267948966,0.1091701743373611,0.03,-0.05,0.0
Target_274,6.390217749579364,-108.52062045444771,-126.8411141678869,-34.63826537766536,90.0,6.390217749579373,20.0,-50.0,0.0,0.0,0.0,-1.0,0.11153033964954238,-1.8940421332372175,-2.213795069127654,-0.6045517780198177,1.5707963267948966,0.11153033964954254,0.02,-0.05,0.0
Target_275,6.531472523848176,-107.54221827530526,-128.39702275064147,-34.06075897405327,90.0,6.531472523848185,10.0,-50.0,0.0,0.0,0.0,-1.0,0.11399570054469453,-1.8769657938024944,-2.24095079675676,-0.5944723898254355,1.5707963267948966,0.11399570054469468,0.01,-0.05,0.0
Target_276,6.679170382899656,-106.55633334295138,-129.94225061099095,-33.5014160460577,90.0,6.679170382899663,0.0,-50.0,0.0,0.0,0.0,-1.0,0.11657351448328937,-1.8597588556871176,-2.2679201106134057,-0.5847100140841671,1.5707963267948966,0.11657351448328948,0.0,-0.05,0.0
Target_277,6.833766660770262,-105.56161722588948,-131.4772040427168,-32.961178731393716,90.0,6.833766660770269,-10.0,-50.0,0.0,0.0,0.0,-1.0,0.1192717285434595,-1.842397784321734,-2.2947101018618077,-0.5752810942011479,1.5707963267948966,0.11927172854345962,-0.01,-0.05,0.0
Target_278,6.995761056788094,-104.55659398176635,-133.00225671654985,-32.44114930168382,90.0,6.995761056788103,-20.0,-50.0,0.0,0.0,0.0,-1.0,0.12209906412375025,-1.8248568196527108,-2.3213272922865373,-0.5662048684454419,1.5707963267948966,0.1220990641237504,-0.02,-0.05,0.0
Target_279,7.165703229145702,-103.53963749110764,-134.5177492588234,-31.942613250068973,90.0,7.165703229145711,-30.0,-50.0,0.0,0.0,0.0,-1.0,0.1250651145693822,-1.8071075805411894,-2.34777762693863,-0.5575037729048704,1.5707963267948966,0.12506511456938235,-0.03,-0.05,0.0
Target_280,7.344199265519029,-102.50894459508481,-136.02398823468286,-31.467067170232326,90.0,7.344199265519039,-40.0,-50.0,0.0,0.0,0.0,-1.0,0.12818045810585632,-1.7891185959286755,-2.374066456389245,-0.5492039280667691,1.5707963267948966,0.1281804581058565,-0.04,-0.05,0.0
Target_281,7.531919197186257,-101.4625030377195,-137.5212444357581,-31.016252526522422,90.0,7.531919197186264,-50.0,-50.0,0.0,0.0,0.0,-1.0,0.1314567889850682,-1.7708547453229537,-2.4001985068439105,-0.5413357282178262,1.5707963267948966,0.13145678898506832,-0.05,-0.05,0.0
Target_282,7.729605760597572,-100.398052944835,-139.009750336482,-30.592196718683013,90.0,7.729605760597581,-60.0,-50.0,0.0,0.0,0.0,-1.0,0.1349070704035482,-1.7522765864789598,-2.4261778357469064,-0.5339345581588241,1.5707963267948966,0.13490707040354835,-0.06,-0.05,0.0
Target_283,7.9380846577297355,-99.31304022042781,-140.48969653656064,-30.197263243011548,90.0,7.938084657729743,-70.0,-50.0,0.0,0.0,0.0,-1.0,0.13854571357943102,-1.7333395420120203,-2.4520077696906575,-0.5270416686820121,1.5707963267948966,0.13854571357943116,-0.07,-0.05,0.0
Target_284,8.158276626834407,-98.20455977691577,-141.96122694523928,-29.834213277844952,90.0,8.158276626834414,-80.0,-50.0,0.0,0.0,0.0,-1.0,0.14238878842675717,-1.7139929085787682,-2.4776908203653174,-0.5207052514406043,1.5707963267948966,0.1423887884267573,-0.08,-0.05,0.0
Target_285,8.391211712424493,-97.06928589869162,-143.42443238002397,-29.50628172128443,90.0,8.391211712424504,-90.0,-50.0,0.0,0.0,0.0,-1.0,0.14645427261371896,-1.6941786414918716,-2.5032285728353854,-0.5149817660574332,1.5707963267948966,0.14645427261371916,-0.09,-0.05,0.0
Target_286,8.638046223073715,-95.90338621251246,-144.87934213995067,-29.217271647536897,90.0,8.638046223073726,-100.0,-50.0,0.0,0.0,0.0,-1.0,0.1507623475320969,-1.6738298532200766,-2.5286215384655066,-0.5099375886991071,1.5707963267948966,0.1507623475320971,-0.1,-0.05,0.0
Target_287,8.900082995444432,-94.70241462491705,-146.3259129591993,-28.971672415883653,90.0,8.90008299544444,-110.0,-50.0,0.0,0.0,0.0,-1.0,0.1553357519712648,-1.6528689447936333,-2.5538689621246666,-0.5056510734663897,1.5707963267948966,0.15533575197126495,-0.11,-0.05,0.0
Target_288,9.178795753493286,-93.46117707542541,-147.76401453325616,-28.774808391318423,90.0,9.178795753493294,-120.0,-50.0,0.0,0.0,0.0,-1.0,0.16020020726653167,-1.6312052627556182,-2.578968569570072,-0.5022151480589994,1.5707963267948966,0.16020020726653178,-0.12,-0.05,0.0
Target_289,9.47585857791086,-92.17356188836183,-149.1934105112324,-28.63302760040579,90.0,9.475858577910866,-130.0,-50.0,0.0,0.0,0.0,-1.0,0.1653849316378921,-1.608732138242676,-2.603916235700522,-0.49974060644149226,1.5707963267948966,0.16538493163789222,-0.13,-0.05,0.0
Target_290,9.793181803701941,-90.83232366444327,-150.61373342653087,-28.553942909025878,90.0,9.793181803701948,-140.0,-50.0,0.0,0.0,0.0,-1.0,0.1709232667209959,-1.585323115181696,-2.628705547014005,-0.49836031818898924,1.5707963267948966,0.170923266720996,-0.14,-0.05,0.0
Target_291,11.693605519477721,-90.6322056960343,-150.81960892628604,-28.54818537767968,90.0,11.693605519477732,-140.0,-40.0,0.0,0.0,0.0,-1.0,0.20409191774426813,-1.5818303977405577,-2.632298752333921,-0.4982598303102113,1.5707963267948966,0.20409191774426833,-0.14,-0.04,0.0
Target_292,11.313604966547892,-91.98796289589691,-149.39414378611855,-28.617893317984517,90.0,11.313604966547903,-130.0,-40.0,0.0,0.0,0.0,-1.0,0.19745965693624365,-1.605492824735779,-2.607419692265596,-0.4994764633833144,1.5707963267948966,0.19745965693624384,-0.13,-0.04,0.0
Target_293,10.957970123070297,-93.2881136243233,-147.9598567992773,-28.752029576399387,90.0,10.957970123070307,-120.0,-40.0,0.0,0.0,0.0,-1.0,0.19125265798274493,-1.628184735719022,-2.5823866619267077,-0.5018175827389598,1.5707963267948966,0.1912526579827451,-0.12,-0.04,0.0
Target_294,10.624390863581212,-94.54025056880835,-146.51711290030778,-28.94263653088388,90.0,10.624390863581219,-110.0,-40.0,0.0,0.0,0.0,-1.0,0.18543060158829586,-1.6500386480861475,-2.557206030626629,-0.5051443016719133,1.5707963267948966,0.18543060158829597,-0.11,-0.04,0.0
Target_295,10.310844664721081,-95.75076038651491,-145.06614239390956,-29.183097219575522,90.0,10.310844664721088,-100.0,-40.0,0.0,0.0,0.0,-1.0,0.1799581880610737,-1.6711660300328435,-2.5318818179406506,-0.5093411324111955,1.5707963267948966,0.1799581880610738,-0.1,-0.04,0.0
Target_296,10.015552570690637,-96.925056822876,-143.60706742213597,-29.46787575498805,90.0,10.015552570690645,-90.0,-40.0,0.0,0.0,0.0,-1.0,0.17480436876513375,-1.6916613692417806,-2.506416155649758,-0.5143114554931513,1.5707963267948966,0.17480436876513386,-0.09,-0.04,0.0
Target_297,9.736943111059794,-98.06776296596871,-142.13992191462972,-29.792315119401586,90.0,9.736943111059801,-80.0,-40.0,0.0,0.0,0.0,-1.0,0.16994171636737332,-1.711605353821514,-2.480809635937931,-0.5199739906252453,1.5707963267948966,0.16994171636737343,-0.08,-0.04,0.0
Target_298,9.473622525496438,-99.18285492600094,-140.66466669617006,-30.152478377828963,90.0,9.473622525496445,-70.0,-40.0,0.0,0.0,0.0,-1.0,0.1653459051610133,-1.7310673799865932,-2.455061575068582,-0.5262600253295142,1.5707963267948966,0.1653459051610134,-0.07,-0.04,0.0
Target_299,9.22435003179734,-100.27377602184325,-139.18120095621947,-30.545023021937325,90.0,9.22435003179735,-60.0,-40.0,0.0,0.0,0.0,-1.0,0.1609952794113072,-1.7501075449885062,-2.42917021356591,-0.5331112218302745,1.5707963267948966,0.1609952794113074,-0.06,-0.04,0.0
Target_300,8.988017157676172,-101.34352823914318,-137.68937095477128,-30.96710080608557,90.0,8.988017157676182,-50.0,-40.0,0.0,0.0,0.0,-1.0,0.15687049262719152,-1.7687782433608998,-2.4031328681606072,-0.5404778688631833,1.5707963267948966,0.15687049262719172,-0.05,-0.04,0.0
Target_301,8.763630370339708,-102.3947460387732,-136.1889766040279,-31.41627735719885,90.0,8.763630370339719,-40.0,-40.0,0.0,0.0,0.0,-1.0,0.1529542043901979,-1.7871254551200138,-2.376946046661813,-0.5483174786028626,1.5707963267948966,0.1529542043901981,-0.04,-0.04,0.0
Target_302,8.550296400029698,-103.42975635910136,-134.67977639692282,-31.890467243975834,90.0,8.550296400029708,-30.0,-40.0,0.0,0.0,0.0,-1.0,0.14923082420193642,-1.8051897930018612,-2.3506055339760485,-0.5565936534067801,1.5707963267948966,0.1492308242019366,-0.03,-0.04,0.0
Target_303,8.34720977792562,-104.4506277436675,-133.16149103129766,-32.38788122503486,90.0,8.347209777925627,-20.0,-40.0,0.0,0.0,0.0,-1.0,0.14568629397946675,-1.8230073599019336,-2.3241064553610435,-0.5652751651217128,1.5707963267948966,0.1456862939794669,-0.02,-0.04,0.0
Target_304,8.15364220477191,-105.45921084760843,-131.63380598899272,-32.906983163398834,90.0,8.15364220477192,-10.0,-40.0,0.0,0.0,0.0,-1.0,0.14230790250283953,-1.840610455845687,-2.2974433214393537,-0.5743352030996488,1.5707963267948966,0.1423079025028397,-0.01,-0.04,0.0
Target_305,7.968933441324218,-106.4571720680137,-130.09637326273122,-33.44645466925509,90.0,7.968933441324226,0.0,-40.0,0.0,0.0,0.0,-1.0,0.13908412642338996,-1.8580281649489798,-2.270610058338178,-0.5837507570975323,1.5707963267948966,0.1390841264233901,0.0,-0.04,0.0
Target_306,7.792483470333513,-107.44602165994084,-128.54881237388577,-34.00516596617342,90.0,7.792483470333521,10.0,-40.0,0.0,0.0,0.0,-1.0,0.13600449346455368,-1.8752868461351109,-2.2436000254527344,-0.593502108796845,1.5707963267948966,0.13600449346455382,0.01,-0.04,0.0
Target_307,7.623745726097692,-108.4271374084934,-126.99071078632844,-34.58215180517817,90.0,7.623745726097701,20.0,-40.0,0.0,0.0,0.0,-1.0,0.1330594642552505,-1.8924105462905216,-2.2164060226693083,-0.6035724114248597,1.5707963267948966,0.13305946425525067,0.02,-0.04,0.0
Target_308,7.462221224433982,-109.40178470460998,-125.42162379226042,-35.17659150312963,90.0,7.462221224433989,30.0,-40.0,0.0,0.0,0.0,-1.0,0.13024032987857573,-1.9094213506534161,-2.1890202883726007,-0.6139473413586732,1.5707963267948966,0.13024032987857584,0.03,-0.04,0.0
Target_309,7.307453455385403,-110.37113370088022,-123.84107392278872,-35.787792376331026,90.0,7.30745345538541,40.0,-40.0,0.0,0.0,0.0,-1.0,0.12753912273271184,-1.9263396822392342,-2.1614344891583532,-0.624614808987102,1.5707963267948966,0.12753912273271195,0.04,-0.04,0.0
Target_310,7.159023924682705,-111.33627409123582,-122.24854991729512,-36.415175991469056,90.0,7.159023924682714,50.0,-40.0,0.0,0.0,0.0,-1.0,0.12494853871475975,-1.9431845597949227,-2.1336397018454414,-0.6355647187443255,1.5707963267948966,0.1249485387147599,0.05,-0.04,0.0
Target_311,7.01654824916721,-112.2982279554914,-120.64350527001051,-37.05826677449812,90.0,7.016548249167217,60.0,-40.0,0.0,0.0,0.0,-1.0,0.12246186907301129,-1.959973821978465,-2.105626388108814,-0.6467887702974112,1.5707963267948966,0.12246186907301142,0.06,-0.04,0.0
Target_312,6.87967272698444,-113.25796102957884,-119.02535635865246,-37.716682611768704,90.0,6.879672726984447,70.0,-40.0,0.0,0.0,0.0,-1.0,0.12007294054553543,-1.9767243240615775,-2.077384361818054,-0.6582802945050581,1.5707963267948966,0.12007294054553555,0.07,-0.04,0.0
