layout,targets,mean_error_mm,rmse_error_mm,max_error_mm
inset_130,841,0.28697751062967414,0.29659701335080696,0.42664902636391966
inset_135,841,0.2656850378131586,0.27775519085371353,0.42496785184165964
inset_140,841,0.24478519204097457,0.2592647208500851,0.42397056709208664
inset_145,841,0.2243206940523035,0.2411529608299122,0.42433344452416116
corner_150,841,0.20434859553191054,0.2234067180681293,0.41987382123820227
