layout,targets,mean_error_mm,rmse_error_mm,max_error_mm
corner_150,841,0.07478454502807223,0.0990865952386186,0.4894002129960739
inset_130,841,0.06614270332082775,0.08892296904542701,0.3835359430590833
inset_110,841,0.060389515022025095,0.077609566171941,0.30180311634223933
inset_090,841,0.05900760605405397,0.07160779591604093,0.30240560452530074
inset_070,841,0.05864412531715845,0.06696486621913833,0.2185567083360824
