trial,mean_position_error_mm,max_position_error_mm,mean_force_error_N,max_force_error_N
1,0.01404354312748273,0.05472951830417628,0.0010789217550657075,0.005000399672248079
2,0.01993174117961912,0.08474709476524454,0.0016663556663533206,0.008014563800990082
3,0.0071666923617707875,0.02197434610388406,0.0010230905121211542,0.004425043522232386
4,0.023549562322419917,0.10877757008096132,0.0015742783432813033,0.008034445457385075
5,0.004927135926453857,0.0192049150734524,0.0026921222110122566,0.009453679679683802
6,0.006855068517134795,0.03413222452505613,0.0018158785972991036,0.009107213769858902
7,0.0167050777244384,0.0583531850007568,0.0020128430584863692,0.009619134642111504
8,1.2551947432138035,10.65077359803741,0.001755636831127159,0.015081159365820435
9,0.006708297216080161,0.032304311123756695,0.0013870143401539168,0.0068059136219638106
10,0.019546299908251394,0.07510511765412456,0.0018763437638196832,0.006136177621911543
