trial,sample,target_name,time_s,duration_s,x_m,y_m,z_m,x_mm,y_mm,z_mm,force_target_N,current_force_N,j1_deg,j2_deg,j3_deg,j4_deg,j5_deg,j6_deg,j1_rad,j2_rad,j3_rad,j4_rad,j5_rad,j6_rad
1,0,Line_T01_0000,0.0,3.510892510153215,0.0006994351439828517,-0.0990094129395818,0.0,0.6994351439828517,-99.00941293958181,0.0,6.235616404553106,4.723222751893684,0.3804627468210119,-107.41741320412378,-128.59391217407568,-33.988674621800556,90.0,0.38046274682096726,0.006640327613208247,-1.8747875343871916,-2.2443871654580403,-0.5932142805394581,1.5707963267948966,0.006640327613207468
1,1,Line_T01_0001,0.01994825289859781,3.510892510153215,0.0010473550340735428,-0.09845716506908021,0.0,1.047355034073543,-98.45716506908022,0.0,6.235616404553106,5.028454531052036,0.4504314248802462,-107.43933421568559,-128.55935651349242,-34.001309270822,90.0,0.45043142488020493,0.007861511418609801,-1.8751701282143132,-2.2437840554056607,-0.5934347967647162,1.5707963267948966,0.007861511418609081
1,2,Line_T01_0002,0.03989650579719562,3.510892510153215,0.001395274924164234,-0.09790491719857863,0.0,1.395274924164234,-97.90491719857863,0.0,6.235616404553106,4.756506665033873,0.520310027955203,-107.46133195753309,-128.52466857744565,-34.01399946502125,90.0,0.5203100279551617,0.009081123118962031,-1.8755540612375556,-2.2431786367109234,-0.5936562824362106,1.5707963267948966,0.00908112311896131
1,3,Line_T01_0003,0.059844758695793435,3.510892510153215,0.0017431948142549252,-0.09735266932807703,0.0,1.7431948142549252,-97.35266932807703,0.0,6.235616404553106,5.010205708559368,0.5900984851290841,-107.48340628476812,-128.4898484883471,-34.02674522688476,90.0,0.5900984851290428,0.010299161476533314,-1.8759393309279697,-2.242570911510316,-0.5938787379464041,1.5707963267948966,0.010299161476532594
1,4,Line_T01_0004,0.07979301159439124,3.510892510153215,0.0020911147043456164,-0.09680042145757545,0.0,2.091114704345616,-96.80042145757545,0.0,6.235616404553106,5.276861777359796,0.659796726823961,-107.50555705251534,-128.45489636871184,-34.03954657877284,90.0,0.6597967268239197,0.011515625276959708,-1.8763259347570032,-2.2419608819421297,-0.5941021636855575,1.5707963267948966,0.011515625276958987
1,5,Line_T01_0005,0.09974126449298905,3.510892510153215,0.0024390345944363075,-0.09624817358707385,0.0,2.4390345944363077,-96.24817358707385,0.0,6.235616404553106,5.430578203708493,0.7294046847964781,-107.52778411592669,-128.419812341155,-34.05240354291833,90.0,0.7294046847964368,0.01273051332916997,-1.8767138701965809,-2.241348550146402,-0.594326560041707,1.5707963267948966,0.012730513329169248
1,6,Line_T01_0006,0.11968951739158687,3.510892510153215,0.0027869544845269987,-0.09569592571657227,0.0,2.7869544845269987,-95.69592571657228,0.0,6.235616404553106,5.562083948300518,0.798922292133541,-107.55008733018643,-128.38459652838765,-34.06531614142593,90.0,0.7989222921334997,0.013943824465310284,-1.877103134719191,-2.240733918264846,-0.5945519274006528,1.5707963267948966,0.013943824465309564
1,7,Line_T01_0007,0.13963777029018468,3.510892510153215,0.0031348743746176903,-0.09514367784607068,0.0,3.13487437461769,-95.14367784607069,0.0,6.235616404553106,5.647773055427466,0.8683494832480666,-107.57246655051551,-128.34924905321316,-34.078284396271314,90.0,0.8683494832480253,0.015155557540670106,-1.8774937257979627,-2.2401169884407843,-0.5947782661459424,1.5707963267948966,0.015155557540669386
1,8,Line_T01_0008,0.15958602318878248,3.510892510153215,0.003482794264708381,-0.09459142997556909,0.0,3.482794264708381,-94.59142997556908,0.0,6.235616404553106,6.047616984924919,0.9376861938744665,-107.59492163217641,-128.31377003852353,-34.09130832930008,90.0,0.9376861938744254,0.016365711433603325,-1.8778856409067495,-2.2394977628190866,-0.5950055766588536,1.5707963267948966,0.016365711433602607
1,9,Line_T01_0009,0.1795342760873803,3.510892510153215,0.0038307141547990723,-0.0940391821050675,0.0,3.830714154799072,-94.0391821050675,0.0,6.235616404553106,5.752918124573002,1.006932361064373,-107.61745243047768,-128.27815960729535,-34.10438796222696,90.0,1.006932361064332,0.017574285045453664,-1.8782788775202095,-2.2388762435461,-0.5952338593183799,1.5707963267948966,0.017574285045452945
1,10,Line_T01_0010,0.1994825289859781,3.510892510153215,0.004178634044889763,-0.09348693423456592,0.0,4.178634044889764,-93.48693423456592,0.0,6.235616404553106,5.534361768879919,1.0760879231821097,-107.64005880077856,-128.24241788258635,-34.11752331663507,90.0,1.0760879231820686,0.01878127730047563,-1.878673433113885,-2.2382524327695865,-0.5954631145012179,1.5707963267948966,0.018781277300474915
1,11,Line_T01_0011,0.2194307818845759,3.510892510153215,0.004526553934980455,-0.09293468636406432,0.0,4.526553934980455,-92.93468636406432,0.0,6.235616404553106,5.7545965361834,1.14515281990034,-107.66274059849358,-128.20654498753137,-34.130714413975056,90.0,1.145152819900299,0.019986687145758575,-1.8790693051642835,-2.237626332638655,-0.5956933425817517,1.5707963267948966,0.01998668714575786
1,12,Line_T01_0012,0.23937903478317374,3.510892510153215,0.004874473825071146,-0.09238243849356276,0.0,4.874473825071146,-92.38243849356276,0.0,6.235616404553106,5.469322657493096,1.2141269921954625,-107.68549767909715,-128.17054104533875,-34.143961275564095,90.0,1.2141269921954214,0.021190513551146317,-1.8794664911489574,-2.236997945303696,-0.5959245439320363,1.5707963267948966,0.0211905135511456
1,13,Line_T01_0013,0.25932728768177155,3.510892510153215,0.005222393715161838,-0.09183019062306115,0.0,5.2223937151618385,-91.83019062306116,0.0,6.235616404553106,5.503764930192716,1.2830103823432468,-107.70832989812799,-128.13440617928657,-34.157263922585436,90.0,1.2830103823432055,0.022392755509160978,-1.879864988546582,-2.2363672729163184,-0.5961567189217893,1.5707963267948966,0.022392755509160256
1,14,Line_T01_0014,0.27927554058036935,3.510892510153215,0.005570313605252529,-0.09127794275255956,0.0,5.570313605252529,-91.27794275255955,0.0,6.235616404553106,5.236713618198787,1.3518029339141264,-107.7312371111937,-128.09814051271897,-34.17062237608731,90.0,1.3518029339140851,0.023593412034920824,-1.8802647948370348,-2.235734317629283,-0.5963898679183717,1.5707963267948966,0.023593412034920103
1,15,Line_T01_0015,0.29922379347896716,3.510892510153215,0.00591823349534322,-0.09072569488205798,0.0,5.91823349534322,-90.72569488205798,0.0,6.235616404553106,5.557909042617457,1.4205045917687713,-107.75421917397522,-128.0617441690422,-34.18403665698254,90.0,1.42050459176873,0.024792482166063,-1.880665907501472,-2.235099081596436,-0.5966239912867808,1.5707963267948966,0.02479248216606228
1,16,Line_T01_0016,0.31917204637756497,3.510892510153215,0.0062661533854339105,-0.09017344701155638,0.0,6.266153385433911,-90.17344701155639,0.0,6.235616404553106,5.510430271701794,1.489115302053419,-107.77727594223134,-128.0252172717211,-34.19750678604755,90.0,1.4891153020533776,0.025989964962662038,-1.8810683240224109,-2.234461566972645,-0.5968590893896337,1.5707963267948966,0.025989964962661316
1,17,Line_T01_0017,0.3391202992761628,3.510892510153215,0.006614073275524602,-0.0896211991410548,0.0,6.614073275524602,-89.6211991410548,0.0,6.235616404553106,6.1220672068945134,1.5576350121952942,-107.80040727180304,-127.98855994427527,-34.21103278392169,90.0,1.557635012195253,0.027185859507149912,-1.881472041883801,-2.2338217759137335,-0.5970951625871552,1.5707963267948966,0.02718585950714919
1,18,Line_T01_0018,0.3590685521747606,3.510892510153215,0.006961993165615293,-0.0890689512705532,0.0,6.961993165615293,-89.0689512705532,0.0,6.235616404553106,6.010006323584955,1.6260636708979532,-107.82361301861792,-127.95177231027542,-34.224614671106664,90.0,1.626063670897912,0.028380164904234784,-1.8818770585711047,-2.2331797105764175,-0.5973322112371675,1.5707963267948966,0.028380164904234062
1,19,Line_T01_0019,0.3790168050733584,3.510892510153215,0.007309913055705984,-0.08851670340005162,0.0,7.309913055705984,-88.51670340005163,0.0,6.235616404553106,5.861901606745234,1.6944012281366014,-107.8468930386946,-127.91485449333953,-34.23825246796587,90.0,1.6944012281365604,0.02957288028081928,-1.8822833715713732,-2.232535373118238,-0.5975702356950788,1.5707963267948966,0.029572880280818562
1,20,Line_T01_0020,0.3989650579719562,3.510892510153215,0.007657832945796675,-0.08796445552955003,0.0,7.657832945796676,-87.96445552955002,0.0,6.235616404553106,6.269520198201985,1.7626476351534375,-107.87024718814706,-127.87780661712938,-34.25194619472355,90.0,1.7626476351533962,0.03076400478591923,-1.8826909783733214,-2.2318887656974993,-0.5978092363138687,1.5707963267948966,0.03076400478591851
