layout,targets,mean_error_mm,rmse_error_mm,max_error_mm
corner_150,841,0.20434991748889822,0.2233824302467715,0.41919934980015316
inset_130,841,0.2869783750235794,0.296614986974466,0.42643658201499796
inset_110,841,0.37151635142706785,0.3735128103488449,0.4400812057815543
inset_090,841,0.4451086984968507,0.4465502340179246,0.49001974176502605
inset_070,841,0.4972671477616699,0.5061914485891893,0.6377214847284529
